player_rank,player_name,nationality,position,club,age,birth_year,minutes_played_90s,Matches,yellow_cards,red_cards,second_yellow_cards,fouls_committed,fouls_drawn,offsides,crosses,interceptions_misc,tackles_won_misc,penalties_won,penalties_conceded,own_goals,ball_recoveries,aerial_duels_won,aerial_duels_lost,aerial_duel_win_pct,goals,shots_total,shots_on_target,shots_on_target_pct,shots_per_90,shots_on_target_per_90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,free_kick_shots,penalty_goals,penalty_attempts,expected_goals,non_penalty_expected_goals,non_penalty_xg_per_shot,goals_minus_xg,non_penalty_goals_minus_xg,passes_completed_total,passes_attempted_total,pass_completion_pct_total,total_passing_distance,progressive_passing_distance,passes_completed_short,passes_attempted_short,pass_completion_pct_short,passes_completed_medium,passes_attempted_medium,pass_completion_pct_medium,passes_completed_long,passes_attempted_long,pass_completion_pct_long,assists,expected_assists_goals,expected_assists,assists_minus_xag,key_passes,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,live_ball_passes,dead_ball_passes,free_kick_passes,through_balls,switches_of_play,throw_ins,corner_kicks,corners_in_swinging,corners_out_swinging,straight_corners,offsides_passes,blocked_passes,shot_creating_actions,shot_creating_actions_per_90,sca_live_passes,sca_dead_passes,sca_take_ons,sca_shots,sca_fouls_drawn,sca_defensive_actions,goal_creating_actions,goal_creating_actions_per_90,gca_live_passes,gca_dead_passes,gca_take_ons,gca_shots,gca_fouls_drawn,gca_defensive_actions,tackles_total,tackles_defensive_third,tackles_middle_third,tackles_attacking_third,tackles_attempted,tackles_attempted_total,tackle_success_pct,challenges_lost,blocks_defensive,passes_blocked,tackles_plus_interceptions,clearances,errors_leading_to_shot,touches,touches_defensive_penalty_area,touches_defensive_third,touches_middle_third,touches_attacking_third,touches_attacking_penalty_area,live_ball_touches,successful_take_ons,take_on_success_pct,times_tackled_while_dribbling,tackled_while_dribbling_pct,carries,total_carry_distance,progressive_carry_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,times_dispossessed,ball_receipts,progressive_receives
1,Max Aarons,eng ENG,DF,Bournemouth,24,2000,1,Matches,0,0,0,0,2,0,2,1,2,0,0,0,7,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,50,63,79.4,887,361,21,25,84,24,29,82.8,4,7,57.1,0,0,0,0,0,8,0,0,8,51,12,2,0,0,10,0,0,0,0,0,1,2,2.09,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,2,100,0,3,2,3,0,0,73,2,19,40,15,0,73,0,0,1,50,41,152,68,1,0,0,1,0,40,3
2,Joshua Acheampong,eng ENG,DF,Chelsea,18,2006,1.9,Matches,1,0,0,0,1,0,0,1,1,0,0,0,7,1,6,14.3,0,2,0,0,1.06,0,0,,8.9,0,0,0,0.2,0.2,0.11,-0.2,-0.2,104,124,83.9,2025,705,29,32,90.6,63,68,92.6,11,20,55,0,0,0,0,0,6,0,0,8,121,3,2,0,0,1,0,0,0,0,0,2,2,1.06,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,100,0,1,1,3,2,0,137,7,48,81,8,3,137,1,50,0,0,106,709,409,0,2,0,2,0,111,0
3,Tyler Adams,us USA,MF,Bournemouth,25,1999,21.8,Matches,7,0,0,45,21,0,3,32,50,0,1,0,114,31,18,63.3,0,9,2,22.2,0.41,0.09,0,0,16.9,0,0,0,1.6,1.6,0.18,-1.6,-1.6,902,1069,84.4,14322,3525,437,489,89.4,393,443,88.7,38,65,58.5,3,1,0.8,2,18,67,4,1,76,1025,38,34,2,1,4,0,0,0,0,6,14,41,1.88,35,0,0,10,1,4,4,0.18,3,0,0,0,0,1,83,26,49,8,39,18,54.2,33,33,23,115,42,0,1337,62,349,779,224,18,1337,4,22.2,10,55.6,663,3337,1447,14,22,1,28,12,757,10
4,Tosin Adarabioyo,eng ENG,DF,Chelsea,26,1997,15.7,Matches,4,0,0,8,9,1,0,11,13,0,0,0,41,42,28,60,1,13,2,15.4,0.83,0.13,0.08,0.5,12.5,0,0,0,0.9,0.9,0.07,0.1,0.1,1079,1184,91.1,19805,7144,406,425,95.5,603,636,94.8,66,109,60.6,1,0.2,0.2,0.8,1,62,1,0,42,1142,39,23,2,3,4,0,0,0,0,3,3,15,0.96,8,0,0,7,0,1,1,0.06,0,0,0,1,0,0,17,11,6,0,8,6,66.7,4,9,2,28,80,0,1330,175,630,674,27,14,1330,4,66.7,1,16.7,777,3207,1809,5,2,0,4,0,1000,1
5,Simon Adingra,ci CIV,"FW,MF",Brighton,22,2002,12.2,Matches,0,0,0,13,4,4,41,8,14,0,0,0,47,7,4,63.6,2,33,8,24.2,2.71,0.66,0.06,0.25,17,0,0,0,2.5,2.5,0.07,-0.5,-0.5,290,382,75.9,4148,820,187,217,86.2,81,109,74.3,16,29,55.2,2,2.5,2.8,-0.5,16,5,17,6,18,372,9,0,2,0,8,1,0,0,0,1,12,47,3.86,33,0,6,0,0,0,7,0.57,5,0,1,1,0,0,23,10,8,5,10,50,38.5,16,12,12,31,6,2,548,10,66,174,315,76,548,21,42,27,54,366,2514,1300,50,21,27,39,12,388,136
6,Emmanuel Agbadou,ci CIV,DF,Wolves,27,1997,15.7,Matches,3,0,0,7,4,1,2,12,19,0,0,0,83,26,20,56.5,1,7,2,28.6,0.45,0.13,0.14,0.5,27.6,1,0,0,0.8,0.8,0.12,0.2,0.2,855,1001,85.4,17344,6203,276,299,92.3,466,501,93,107,181,59.1,0,0.2,0.3,-0.2,4,40,1,0,31,955,43,28,1,11,0,0,0,0,0,3,5,17,1.09,15,2,0,13,0,0,3,0.19,2,1,0,0,0,0,30,21,9,0,13,13,65,7,19,6,42,90,0,1172,190,649,504,28,7,1172,10,76.9,2,15.4,758,3670,1752,6,4,0,6,4,796,2
7,Asher Agbinone,eng ENG,MF,Crystal Palace,18,2005,0.1,Matches,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,15,0,0,,26.3,0,0,0,0,0,0.02,0,0,2,3,66.7,32,0,1,1,100,1,2,50,0,0,,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,,0,0,0,2,0,0,8,0,0,2,6,0,8,0,0,1,50,5,53,23,2,0,0,0,1,5,1
8,Ola Aina,ng NGA,DF,Nott'ham Forest,27,1996,33.3,Matches,5,0,0,23,35,2,59,33,42,0,1,0,190,13,19,40.6,2,11,2,18.2,0.33,0.06,0.18,1,26.1,0,0,0,0.6,0.6,0.06,1.4,1.4,994,1352,73.5,15371,6297,530,598,88.6,374,502,74.5,57,166,34.3,1,1.4,2.2,-0.4,16,85,23,11,107,1071,279,15,0,4,264,0,0,0,0,2,46,62,1.86,49,5,3,12,3,1,4,0.12,3,0,0,0,0,1,55,39,15,1,36,72,56.3,28,34,22,88,115,4,1708,156,613,717,409,22,1708,33,45.8,27,37.5,749,4798,2787,67,46,10,44,22,823,67
9,Rayan Aït-Nouri,dz ALG,DF,Wolves,23,2001,34.5,Matches,7,1,1,30,46,6,94,26,57,0,0,0,145,22,30,42.3,4,36,10,27.8,1.04,0.29,0.11,0.4,14.9,0,0,0,2.7,2.7,0.08,1.3,1.3,1449,1721,84.2,19837,5926,897,959,93.5,435,499,87.2,48,118,40.7,7,5.5,4,1.5,46,77,30,10,108,1397,320,44,3,4,246,30,24,1,0,4,42,91,2.63,56,15,8,6,4,1,12,0.35,10,1,0,0,0,1,89,52,28,9,43,137,61.4,27,42,36,115,75,2,2148,96,577,916,685,96,2148,63,46,56,40.9,1129,6166,3205,89,62,28,52,47,1321,176
10,Kristoffer Ajer,no NOR,DF,Brentford,26,1998,16,Matches,5,0,0,13,6,2,14,12,18,0,0,0,42,27,23,54,0,9,3,33.3,0.56,0.19,0,0,9.5,0,0,0,1,1,0.11,-1,-1,504,644,78.3,7868,2831,260,299,87,199,248,80.2,27,54,50,0,1.2,0.5,-1.2,8,44,7,4,56,570,73,2,0,3,71,0,0,0,0,1,18,18,1.13,15,0,1,4,0,0,2,0.13,2,0,0,0,0,0,26,14,11,1,14,16,51.9,13,17,13,38,50,0,795,53,265,368,168,38,795,7,43.8,8,50,387,2098,1180,27,11,2,15,12,491,44
11,Manuel Akanji,ch SUI,DF,Manchester City,29,1995,22.4,Matches,3,0,0,17,9,0,11,9,12,0,0,0,103,30,33,47.6,0,15,2,13.3,0.67,0.09,0,0,14.7,0,0,0,1.6,1.6,0.1,-1.6,-1.6,1632,1744,93.6,27046,7578,776,812,95.6,757,795,95.2,84,113,74.3,0,0.4,1.3,-0.4,9,177,11,2,158,1707,36,18,4,10,10,0,0,0,0,1,6,37,1.65,37,0,0,8,0,0,3,0.13,3,0,0,0,0,0,19,12,4,3,11,2,64.7,6,11,3,28,64,3,1881,119,559,920,405,19,1881,2,100,0,0,1254,6953,4234,46,64,0,5,5,1483,7
12,Nathan Aké,nl NED,DF,Manchester City,29,1995,7.5,Matches,0,0,0,2,0,0,1,3,7,0,0,0,24,13,10,56.5,0,3,0,0,0.4,0,0,,10,0,0,0,0.2,0.2,0.07,-0.2,-0.2,509,542,93.9,8321,2950,248,253,98,237,244,97.1,20,34,58.8,0,0,0.2,0,1,42,1,0,50,514,26,13,0,0,7,0,0,0,0,2,3,8,1.06,8,0,0,2,0,0,0,0,0,0,0,0,0,0,9,7,2,0,4,1,66.7,2,7,5,12,22,1,596,51,205,331,61,5,596,1,100,0,0,403,2244,1501,12,12,1,4,3,449,2
13,Carlos Alcaraz,ar ARG,MF,Southampton,21,2002,0.1,Matches,0,0,0,1,0,0,1,1,0,0,0,0,2,1,0,100,0,1,1,100,9,9,0,0,9.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,13,13,100,221,66,7,7,100,4,4,100,2,2,100,0,0.1,0,-0.1,1,4,1,1,6,11,2,0,0,0,1,1,0,0,0,0,0,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,0,0,0,1,0,0,17,0,1,8,9,2,17,0,0,2,100,12,112,98,4,1,0,0,0,12,1
14,Carlos Alcaraz,ar ARG,"FW,MF",Everton,21,2002,8.5,Matches,4,0,0,13,12,1,11,5,5,0,0,0,37,14,8,63.6,2,26,11,42.3,3.06,1.3,0.08,0.18,20.3,1,0,0,1.7,1.7,0.07,0.3,0.3,224,278,80.6,3963,1007,96,112,85.7,95,107,88.8,24,37,64.9,3,1.6,0.7,1.4,13,20,18,3,42,265,12,2,1,2,6,3,2,1,0,1,10,33,3.89,24,2,3,2,1,0,6,0.71,5,0,0,1,0,0,11,5,3,3,3,18,27.3,8,9,7,16,10,0,378,15,63,168,156,19,378,9,50,7,38.9,211,1331,707,19,21,2,14,13,247,21
15,Trent Alexander-Arnold,eng ENG,DF,Liverpool,25,1998,26.3,Matches,5,0,0,11,9,1,153,31,50,0,0,0,132,3,13,18.8,3,45,8,17.8,1.71,0.3,0.07,0.38,23.6,3,0,0,1.9,1.9,0.04,1.1,1.1,1448,1971,73.5,27901,11363,632,704,89.8,589,771,76.4,203,418,48.6,6,7.3,7.4,-1.3,52,207,65,20,232,1651,310,63,12,32,192,55,34,12,1,10,36,98,3.73,74,15,5,9,0,0,10,0.38,9,1,0,0,0,0,72,44,19,9,49,37,46.7,56,26,17,103,55,4,2253,88,593,1014,660,44,2253,17,45.9,17,45.9,1184,5358,2860,51,36,9,19,15,1436,94
16,Alisson,br BRA,GK,Liverpool,31,1992,27.9,Matches,0,0,0,0,2,0,0,0,0,0,0,0,47,7,0,100,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,794,959,82.8,17555,11360,229,232,98.7,426,433,98.4,137,289,47.4,0,0.6,0.2,-0.6,1,12,0,0,1,836,121,41,1,1,0,0,0,0,0,2,1,7,0.25,7,0,0,0,0,0,1,0.04,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,13,1,1010,741,990,20,0,0,1010,1,100,0,0,658,2611,1586,0,0,0,1,0,618,0
17,Miguel Almirón,py PAR,FW,Newcastle Utd,30,1994,1.7,Matches,0,0,0,1,3,2,0,0,2,0,0,0,4,0,2,0,0,6,2,33.3,3.44,1.15,0,0,14.2,0,0,0,0.5,0.5,0.09,-0.5,-0.5,54,66,81.8,707,219,39,42,92.9,13,16,81.3,1,3,33.3,0,0.3,0.2,-0.3,3,3,1,0,6,64,1,0,1,0,1,0,0,0,0,1,2,8,4.59,6,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,2,2,66.7,1,2,2,3,0,0,81,1,10,35,36,9,81,1,50,1,50,54,284,93,3,3,2,0,2,59,18
18,Olabade Aluko,,DF,Leicester City,,,0,Matches,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,3,5,60,39,0,2,3,66.7,1,2,50,0,0,,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,100,0,0,0,1,0,0,6,0,0,6,1,0,6,0,0,1,100,2,1,0,0,0,0,0,1,2,0
19,Edson Álvarez,mx MEX,MF,West Ham,26,1997,19.7,Matches,9,1,1,42,18,4,6,18,27,0,0,0,88,30,23,56.6,0,12,1,8.3,0.61,0.05,0,0,26.3,0,0,0,0.4,0.4,0.03,-0.4,-0.4,861,1003,85.8,14393,4200,424,475,89.3,361,402,89.8,66,92,71.7,1,0.8,0.9,0.2,12,92,12,3,85,980,16,12,3,12,3,0,0,0,0,7,10,28,1.42,24,0,2,8,1,0,2,0.1,2,0,0,0,0,0,50,27,15,8,17,33,48.6,18,23,15,68,46,1,1239,67,361,693,194,12,1239,14,42.4,14,42.4,687,3783,1714,24,22,2,27,15,830,18
20,Will Alves,eng ENG,FW,Leicester City,19,2005,0,Matches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,1,1,100,12,0,1,1,100,0,0,,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,1,0,1,0,,0,,1,5,5,0,0,0,0,0,1,1
21,Harry Amass,eng ENG,DF,Manchester Utd,17,2007,3.8,Matches,0,0,0,2,4,1,9,2,2,0,0,0,26,7,6,53.8,0,3,0,0,0.78,0,0,,21.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1,149,181,82.3,1920,387,97,105,92.4,44,56,78.6,3,11,27.3,0,0,0.1,0,1,5,0,0,7,150,31,2,0,0,29,0,0,0,0,0,3,8,2.08,7,0,0,1,0,0,0,0,0,0,0,0,0,0,6,5,1,0,2,8,25,6,11,10,8,11,0,250,13,82,88,84,5,250,3,37.5,4,50,132,705,376,9,6,2,18,5,124,23
22,Samuel Amo-Ameyaw,eng ENG,"FW,DF",Southampton,18,2006,0.3,Matches,1,0,0,1,2,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0,3.21,0,0,,20.7,0,0,0,0,0,0.02,0,0,8,9,88.9,107,13,6,6,100,2,3,66.7,0,0,,0,0.1,0.1,-0.1,1,0,1,1,0,8,1,0,0,0,0,1,0,0,0,0,0,2,6.43,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,100,0,0,0,1,0,0,16,0,5,5,7,1,16,0,0,3,75,11,98,68,1,0,1,0,2,11,3
23,Mathis Amougou,fr FRA,MF,Chelsea,18,2006,0.1,Matches,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,7,7,100,69,30,6,6,100,1,1,100,0,0,,0,0,0,0,0,2,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,9,1,2,4,3,0,9,0,,0,,7,25,5,0,1,0,0,1,6,0
24,Joachim Andersen,dk DEN,DF,Crystal Palace,28,1996,1,Matches,1,0,0,2,0,0,1,0,1,0,0,0,7,2,0,100,0,1,1,100,1,1,0,0,25.2,0,0,0,0,0,0.04,0,0,61,83,73.5,1227,526,19,21,90.5,31,37,83.8,9,21,42.9,0,0,0,0,0,9,1,0,4,81,2,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,50,1,0,0,1,7,0,93,14,38,50,5,0,93,0,,0,,49,189,103,1,1,0,0,1,67,1
25,Joachim Andersen,dk DEN,DF,Fulham,28,1996,28.7,Matches,6,1,0,18,19,0,12,34,18,0,1,1,122,70,39,64.2,0,19,4,21.1,0.66,0.14,0,0,15.1,0,0,0,1,1,0.05,-1,-1,1654,2000,82.7,36471,14436,456,497,91.8,918,985,93.2,269,487,55.2,0,0.5,0.5,-0.5,4,196,6,3,112,1891,102,81,0,35,9,0,0,0,0,7,8,35,1.23,27,1,0,28,0,0,2,0.07,1,1,0,0,0,0,27,20,6,1,15,6,62.5,9,37,9,61,188,1,2336,340,1233,1013,102,22,2336,4,66.7,0,0,1350,6505,3435,16,14,1,6,3,1621,2
26,Elliot Anderson,eng ENG,MF,Nott'ham Forest,21,2002,30.3,Matches,10,0,0,49,58,4,86,31,56,0,0,0,207,56,30,65.1,2,40,7,17.5,1.32,0.23,0.05,0.29,18.8,0,0,0,2.1,2.1,0.05,-0.1,-0.1,1085,1386,78.3,17458,5922,572,640,89.4,402,496,81,77,165,46.7,6,3.3,3.6,2.7,37,121,19,2,143,1292,85,26,7,4,2,48,17,28,0,9,35,87,2.87,43,20,7,9,4,5,10,0.33,4,3,0,1,1,1,92,54,29,9,48,75,43.2,63,48,39,123,76,4,1832,102,424,891,547,72,1832,36,48,30,40,932,5071,2366,52,32,21,60,49,1089,95
27,André,br BRA,MF,Wolves,23,2001,27.5,Matches,7,0,0,36,34,0,0,37,55,0,1,0,194,2,6,25,0,10,1,10,0.36,0.04,0,0,25.5,0,0,0,0.4,0.4,0.04,-0.4,-0.4,1247,1342,92.9,19660,5471,646,677,95.4,475,500,95,80,98,81.6,0,0.8,0.7,-0.8,18,111,5,0,109,1308,32,28,5,15,2,0,0,0,0,2,14,49,1.78,41,3,1,8,0,4,3,0.11,2,1,0,0,0,0,91,41,41,9,37,32,58.7,26,42,34,128,30,1,1623,89,439,1046,155,3,1623,16,50,12,37.5,912,3764,1688,10,17,0,30,21,1093,11
28,Michail Antonio,jm JAM,FW,West Ham,34,1990,9.3,Matches,1,0,0,12,7,4,25,0,2,0,0,0,22,17,22,43.6,1,19,4,21.1,2.05,0.43,0.05,0.25,12.6,0,0,0,2.2,2.2,0.12,-1.2,-1.2,114,188,60.6,2183,424,52,72,72.2,37,62,59.7,22,31,71,1,1.6,0.9,-0.6,9,11,6,2,18,175,11,0,3,6,7,0,0,0,0,2,14,22,2.37,14,0,1,0,1,1,4,0.43,0,0,0,4,0,0,2,0,1,1,2,27,66.7,1,6,6,2,2,0,296,3,26,124,151,36,296,9,33.3,13,48.1,173,1177,695,29,13,9,35,19,221,59
29,Antony,br BRA,"DF,MF",Manchester Utd,24,2000,1.6,Matches,0,0,0,2,5,0,5,2,3,0,0,0,11,0,1,0,0,6,3,50,3.83,1.91,0,0,15.8,0,0,0,1,1,0.17,-1,-1,56,69,81.2,688,111,45,51,88.2,9,14,64.3,1,1,100,0,0.1,0.2,-0.1,3,1,5,2,6,62,7,2,0,0,5,0,0,0,0,0,1,8,5.11,6,0,1,0,1,0,0,0,0,0,0,0,0,0,6,4,2,0,2,11,40,3,2,2,8,0,0,101,2,22,26,54,8,101,4,36.4,6,54.5,60,317,182,5,6,1,5,1,69,7
30,Julian Araujo,mx MEX,DF,Bournemouth,22,2001,5.5,Matches,2,0,0,7,2,1,9,6,5,0,0,0,29,3,9,25,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,178,225,79.1,3006,890,84,94,89.4,83,96,86.5,10,29,34.5,0,0.1,0.1,-0.1,1,17,3,2,14,198,27,2,0,0,25,0,0,0,0,0,2,5,0.91,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,6,0,5,1,41.7,7,3,3,16,18,0,275,20,90,136,55,2,275,0,0,1,100,126,482,258,4,3,0,5,2,149,22
31,Cameron Archer,eng ENG,FW,Southampton,23,2001,16,Matches,0,0,0,16,13,8,3,2,8,0,0,0,35,9,30,23.1,2,28,10,35.7,1.75,0.62,0.07,0.2,12.8,0,0,1,5.7,4.9,0.18,-3.7,-2.9,205,251,81.7,2612,367,131,151,86.8,54,59,91.5,5,9,55.6,0,0.5,0.7,-0.5,5,7,7,0,14,231,19,0,2,0,0,0,0,0,0,1,8,20,1.25,10,0,4,1,1,0,0,0,0,0,0,0,0,0,13,8,3,2,2,37,22.2,7,5,4,15,11,0,398,16,69,179,154,52,397,15,40.5,20,54.1,226,1182,564,22,10,14,40,26,274,66
32,Alphonse Areola,fr FRA,GK,West Ham,31,1993,25.1,Matches,0,0,0,0,0,0,0,0,2,0,0,1,29,2,0,100,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,688,989,69.6,18224,12284,153,154,99.4,334,350,95.4,198,473,41.9,0,0,0,0,0,11,0,0,1,716,268,72,0,3,0,0,0,0,0,5,3,3,0.12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,66.7,1,0,0,2,15,3,1049,833,1038,12,0,0,1049,0,,0,,601,2480,1348,0,0,0,0,0,555,0
33,Joe Aribo,ng NGA,"MF,DF",Southampton,28,1996,22.4,Matches,1,0,0,20,28,1,10,20,33,0,1,0,112,25,24,51,3,17,7,41.2,0.76,0.31,0.18,0.43,14,0,0,0,2.7,2.7,0.16,0.3,0.3,929,1046,88.8,13689,2630,514,563,91.3,357,391,91.3,31,45,68.9,0,1.6,1.3,-1.6,16,51,4,1,75,1032,13,4,2,1,4,0,0,0,0,1,15,37,1.66,32,0,2,11,2,0,1,0.04,1,0,0,0,0,0,47,17,24,6,17,49,48.6,18,28,17,67,32,3,1271,52,313,670,299,44,1271,21,42.9,22,44.9,745,4068,2021,36,29,12,27,19,925,65
34,Adam Armstrong,eng ENG,"FW,MF",Southampton,27,1997,13.9,Matches,4,0,0,12,5,9,14,3,3,0,0,0,23,5,9,35.7,2,25,7,28,1.8,0.5,0.08,0.29,16.6,0,0,1,3.3,2.3,0.09,-1.3,-0.3,231,288,80.2,3320,446,138,158,87.3,81,95,85.3,6,13,46.2,2,1.2,0.6,0.8,9,10,8,2,21,268,18,0,0,1,3,0,0,0,0,2,12,19,1.37,12,1,2,1,0,0,4,0.29,1,0,0,3,0,0,12,2,7,3,3,14,21.4,11,6,5,15,8,0,377,11,44,143,192,49,376,6,42.9,8,57.1,235,1324,599,25,13,6,11,18,286,79
35,Harrison Armstrong,eng ENG,MF,Everton,17,2007,0.5,Matches,1,0,0,2,2,0,1,0,0,0,0,0,2,0,2,0,0,1,0,0,1.87,0,0,,5.8,0,0,0,0.4,0.4,0.37,-0.4,-0.4,7,15,46.7,149,15,3,4,75,2,5,40,2,4,50,0,0.1,0,-0.1,1,1,0,0,1,13,1,0,0,0,0,0,0,0,0,1,0,1,1.87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,20,0,3,12,7,2,20,1,100,0,0,15,110,43,1,2,0,2,3,14,0
36,Kepa Arrizabalaga,es ESP,GK,Bournemouth,29,1994,31,Matches,3,0,0,2,6,0,0,0,0,0,2,0,56,7,1,87.5,0,1,0,0,0.03,0,0,,9.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1,752,1027,73.2,20531,13943,120,122,98.4,390,397,98.2,241,500,48.2,0,0,0,0,1,10,0,0,2,728,295,103,0,0,0,0,0,0,0,4,2,4,0.13,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2,2,2,1,15,3,1087,800,1057,29,1,1,1087,1,100,0,0,621,3129,1797,0,0,0,0,0,486,0
37,Marco Asensio,es ESP,MF,Aston Villa,28,1996,8.3,Matches,2,0,0,11,8,2,38,2,5,0,0,0,28,0,1,0,3,22,9,40.9,2.66,1.09,0.14,0.33,19.6,1,0,2,4.4,2.9,0.13,-1.4,0.1,242,313,77.3,3581,1081,138,152,90.8,84,103,81.6,11,33,33.3,1,1,1.2,0,16,20,11,2,45,271,39,14,2,1,0,23,11,1,0,3,8,35,4.24,22,7,1,1,3,1,3,0.36,2,0,0,1,0,0,7,0,7,0,3,19,33.3,6,7,6,9,3,0,386,6,38,158,200,30,384,12,63.2,5,26.3,242,1466,682,22,21,5,9,8,265,38
38,Brandon Austin,eng ENG,GK,Tottenham,25,1999,1,Matches,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,100,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,22,32,68.8,526,386,7,7,100,9,9,100,6,16,37.5,0,0,0,0,0,0,0,0,0,24,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,36,30,36,0,0,0,36,0,,0,,22,104,46,0,0,0,0,0,16,0
39,Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,26,1997,4.6,Matches,0,0,0,8,10,1,2,0,3,0,0,0,18,13,38,25.5,1,10,4,40,2.16,0.87,0.1,0.25,12.6,0,0,0,2.1,2.1,0.21,-1.1,-1.1,61,96,63.5,705,157,42,59,71.2,14,25,56,1,5,20,0,0.1,0.1,-0.1,2,5,2,0,7,96,0,0,1,0,0,0,0,0,0,0,4,9,1.95,5,0,1,0,1,0,1,0.22,0,0,0,1,0,0,6,0,3,3,4,9,80,1,1,1,6,7,0,167,5,16,78,74,21,167,4,44.4,5,55.6,90,402,183,6,5,2,19,19,113,20
40,Yasin Ayari,se SWE,MF,Brighton,20,2003,21.8,Matches,3,0,0,37,26,3,69,20,32,0,1,0,118,16,20,44.4,2,28,8,28.6,1.28,0.37,0.07,0.25,18.7,2,0,0,2.4,2.4,0.09,-0.4,-0.4,793,973,81.5,11915,3328,465,509,91.4,269,319,84.3,40,98,40.8,1,2.3,2.6,-1.3,30,55,18,4,75,880,92,34,10,1,3,37,27,6,1,1,14,61,2.79,36,13,3,6,4,2,6,0.27,4,2,0,0,0,0,59,15,31,13,26,45,46.4,30,24,18,79,26,0,1233,58,275,624,354,45,1233,18,40,18,40,655,3244,1466,30,25,6,38,22,801,61
41,Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,32,1991,0.2,Matches,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,50,0,1,0,0,4.29,0,0,,5.5,0,0,0,0.5,0.5,0.46,-0.5,-0.5,8,10,80,167,4,3,3,100,4,6,66.7,1,1,100,0,0,0,0,1,0,0,0,0,8,2,0,0,1,0,1,1,0,0,0,0,1,4.29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,0,0,0,1,0,0,12,0,0,7,5,1,12,0,,0,,6,25,12,0,0,0,0,1,9,1
