player_rank,player_name,nationality,position,club,age,birth_year,minutes_played_90s,Matches,yellow_cards,red_cards,second_yellow_cards,fouls_committed,fouls_drawn,offsides,crosses,interceptions_misc,tackles_won_misc,penalties_won,penalties_conceded,own_goals,ball_recoveries,aerial_duels_won,aerial_duels_lost,aerial_duel_win_pct,goals,shots_total,shots_on_target,shots_on_target_pct,shots_per_90,shots_on_target_per_90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,free_kick_shots,penalty_goals,penalty_attempts,expected_goals,non_penalty_expected_goals,non_penalty_xg_per_shot,goals_minus_xg,non_penalty_goals_minus_xg,passes_completed_total,passes_attempted_total,pass_completion_pct_total,total_passing_distance,progressive_passing_distance,passes_completed_short,passes_attempted_short,pass_completion_pct_short,passes_completed_medium,passes_attempted_medium,pass_completion_pct_medium,passes_completed_long,passes_attempted_long,pass_completion_pct_long,assists,expected_assists_goals,expected_assists,assists_minus_xag,key_passes,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,live_ball_passes,dead_ball_passes,free_kick_passes,through_balls,switches_of_play,throw_ins,corner_kicks,corners_in_swinging,corners_out_swinging,straight_corners,offsides_passes,blocked_passes,shot_creating_actions,shot_creating_actions_per_90,sca_live_passes,sca_dead_passes,sca_take_ons,sca_shots,sca_fouls_drawn,sca_defensive_actions,goal_creating_actions,goal_creating_actions_per_90,gca_live_passes,gca_dead_passes,gca_take_ons,gca_shots,gca_fouls_drawn,gca_defensive_actions,tackles_total,tackles_defensive_third,tackles_middle_third,tackles_attacking_third,tackles_attempted,tackles_attempted_total,tackle_success_pct,challenges_lost,blocks_defensive,passes_blocked,tackles_plus_interceptions,clearances,errors_leading_to_shot,touches,touches_defensive_penalty_area,touches_defensive_third,touches_middle_third,touches_attacking_third,touches_attacking_penalty_area,live_ball_touches,successful_take_ons,take_on_success_pct,times_tackled_while_dribbling,tackled_while_dribbling_pct,carries,total_carry_distance,progressive_carry_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,times_dispossessed,ball_receipts,progressive_receives
282,Milos Kerkez,hu HUN,DF,Bournemouth,20,2003,37.1,Matches,4,0,0,30,50,3,142,45,26,0,0,0,169,28,49,36.4,2,19,5,26.3,0.51,0.13,0.11,0.4,20.2,0,0,0,0.6,0.5,0.03,1.4,1.5,1346,1776,75.8,20911,6878,747,832,89.8,481,617,78,84,218,38.5,5,3.9,2.6,1.1,35,87,41,27,159,1466,305,18,2,3,279,7,5,1,0,5,55,83,2.24,67,4,2,11,5,3,9,0.24,7,0,1,0,0,1,52,25,20,7,24,48,63.2,14,38,27,97,106,4,2158,112,552,900,731,69,2158,22,45.8,16,33.3,1094,6388,3711,106,73,16,49,22,1196,197
283,Bilal El Khannouss,ma MAR,"MF,FW",Leicester City,20,2004,24.2,Matches,4,0,0,30,13,1,89,6,30,0,0,0,92,19,24,44.2,2,30,7,23.3,1.24,0.29,0.07,0.29,22,0,0,0,1.3,1.3,0.04,0.7,0.7,798,1063,75.1,14413,4123,372,434,85.7,306,381,80.3,101,170,59.4,3,4.6,3.1,-1.6,42,89,31,6,128,928,130,28,11,8,14,36,19,10,1,5,26,78,3.22,54,9,8,4,3,0,7,0.29,5,1,0,1,0,0,50,16,29,5,17,60,53.1,15,22,18,56,10,3,1268,18,183,655,445,35,1268,34,56.7,23,38.3,732,4494,2038,73,45,12,38,38,851,89
284,Abdukodir Khusanov,uz UZB,DF,Manchester City,20,2004,5.6,Matches,1,0,0,3,3,0,1,3,4,0,0,1,27,6,4,60,0,1,0,0,0.18,0,0,,23.9,0,0,0,0,0,0.02,0,0,360,395,91.1,6126,1976,160,169,94.7,191,197,97,6,23,26.1,0,0.1,0.1,-0.1,2,23,0,0,25,385,10,6,0,1,3,0,0,0,0,0,3,5,0.89,5,0,0,4,0,0,0,0,0,0,0,0,0,0,5,4,1,0,2,2,66.7,1,5,1,8,29,1,445,45,205,211,31,1,445,0,0,2,100,274,1155,435,1,1,0,2,1,332,2
285,Max Kilman,eng ENG,DF,West Ham,27,1997,37.2,Matches,5,0,0,23,13,2,4,38,24,0,0,0,146,113,55,67.3,0,13,2,15.4,0.35,0.05,0,0,8.9,0,0,0,1.6,1.6,0.13,-1.6,-1.6,1697,1958,86.7,32592,10820,546,594,91.9,990,1065,93,150,265,56.6,1,1.2,1.2,-0.2,16,109,4,0,113,1916,37,25,0,12,1,0,0,0,0,5,9,32,0.86,28,0,2,40,0,2,5,0.13,3,0,1,0,0,1,39,16,20,3,23,22,85.2,4,58,18,77,212,6,2374,464,1317,962,113,32,2374,16,72.7,2,9.1,1270,5672,3185,31,14,2,17,4,1581,6
286,Joshua King,eng ENG,MF,Fulham,17,2007,1.4,Matches,0,0,0,3,2,0,2,1,5,0,0,0,5,1,2,33.3,0,3,0,0,2.08,0,0,,9,0,0,0,0.3,0.3,0.11,-0.3,-0.3,54,64,84.4,928,172,29,32,90.6,21,24,87.5,3,4,75,0,0.4,0.7,-0.4,3,5,2,0,9,63,1,0,0,1,0,0,0,0,0,0,3,8,5.54,6,0,1,0,0,0,2,1.38,2,0,0,0,0,0,7,3,4,0,0,8,0,3,3,3,8,1,0,87,2,12,31,46,10,87,4,50,4,50,44,335,138,3,4,0,1,6,60,16
287,Tom King,wls WAL,GK,Wolves,29,1995,0,Matches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0,1,0,0,0,0,1,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,1,0,0,0,1,0,,0,,1,8,5,0,0,0,0,0,0,0
288,Antonín Kinský,cz CZE,GK,Tottenham,21,2003,6,Matches,0,0,0,0,0,0,0,0,1,0,0,0,6,2,0,100,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,167,217,77,3990,2480,27,27,100,98,101,97,38,83,45.8,0,0.1,0,-0.1,1,2,0,0,1,177,39,9,0,0,0,0,0,0,0,1,1,1,0.17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,100,0,0,0,3,9,1,237,205,234,3,0,0,237,0,,0,,144,760,491,1,0,0,0,0,126,0
289,Jakub Kiwior,pl POL,DF,Arsenal,24,2000,12.5,Matches,1,0,0,10,4,1,2,6,8,0,0,0,31,11,13,45.8,1,3,1,33.3,0.24,0.08,0.33,1,18.5,0,0,0,0.2,0.2,0.06,0.8,0.8,673,736,91.4,11598,3392,278,294,94.6,358,376,95.2,30,53,56.6,0,0.3,0.3,-0.3,5,65,3,0,48,704,31,10,3,1,4,0,0,0,0,1,1,8,0.64,7,0,1,8,0,0,0,0,0,0,0,0,0,0,22,13,7,2,11,5,73.3,4,13,5,28,58,3,846,100,281,494,72,5,846,3,60,2,40,492,1988,1037,5,7,1,3,2,615,1
290,Justin Kluivert,nl NED,MF,Bournemouth,25,1999,26,Matches,8,0,0,47,33,5,85,14,11,1,0,0,78,8,28,22.2,12,57,23,40.4,2.19,0.88,0.11,0.26,20,0,6,6,10.3,5.6,0.1,1.7,0.4,582,782,74.4,8844,2330,322,382,84.3,189,248,76.2,45,87,51.7,6,4.8,3.7,1.2,45,45,35,6,105,683,92,8,5,6,10,35,30,0,0,7,18,101,3.88,73,8,7,0,5,1,12,0.46,11,0,0,0,1,0,23,4,11,8,4,87,18.2,18,24,24,37,24,1,1086,24,99,366,641,134,1080,36,41.4,40,46,646,4198,2364,81,55,38,55,27,710,173
291,Ibrahima Konaté,fr FRA,DF,Liverpool,25,1999,28.4,Matches,5,0,0,27,20,0,0,17,26,0,0,0,98,74,29,71.8,1,19,3,15.8,0.67,0.11,0.05,0.33,10.5,0,0,0,1.7,1.7,0.09,-0.7,-0.7,1718,1905,90.2,31820,10824,592,631,93.8,1023,1077,95,94,171,55,2,1,0.9,1,10,143,9,0,115,1856,46,41,1,5,5,0,0,0,0,3,9,31,1.09,26,0,0,15,0,1,7,0.25,6,0,0,0,0,1,40,25,13,2,25,6,71.4,10,29,14,57,133,3,2185,223,928,1145,119,23,2185,3,50,2,33.3,1290,6124,3603,25,15,0,8,2,1576,3
292,Ezri Konsa,eng ENG,DF,Aston Villa,26,1997,32.6,Matches,1,0,0,9,47,1,5,24,18,0,0,0,97,31,23,57.4,2,11,5,45.5,0.34,0.15,0.18,0.4,8.8,0,0,0,1.3,1.3,0.12,0.7,0.7,1555,1673,92.9,26299,8781,669,692,96.7,807,844,95.6,62,95,65.3,0,0.4,0.6,-0.4,6,106,2,0,90,1538,134,84,6,0,34,0,0,0,0,1,21,24,0.74,19,2,1,11,0,0,3,0.09,3,0,0,0,0,0,34,20,10,4,20,18,80,5,20,9,58,114,4,1915,250,883,934,107,22,1915,8,44.4,7,38.9,1132,5817,3008,24,15,2,17,10,1338,11
293,Mateo Kovačić,hr CRO,MF,Manchester City,30,1994,24.4,Matches,5,1,0,24,26,0,0,24,38,0,0,0,114,10,9,52.6,6,45,12,26.7,1.84,0.49,0.13,0.5,22.9,0,0,0,1.9,1.9,0.04,4.1,4.1,1742,1882,92.6,27279,7278,919,967,95,735,770,95.5,69,105,65.7,2,3.6,3.2,-1.6,33,206,30,0,164,1845,33,32,15,8,0,0,0,0,0,4,14,73,2.99,59,0,4,0,4,1,8,0.33,6,0,1,1,0,0,69,23,38,8,31,41,47.7,34,20,20,93,21,1,2123,53,318,1199,627,17,2123,22,53.7,11,26.8,1445,8397,3961,56,78,3,19,29,1729,16
294,Caleb Kporha,eng ENG,DF,Crystal Palace,18,2006,0.1,Matches,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,5,7,71.4,72,21,4,4,100,0,2,0,1,1,100,0,0,0,0,0,0,1,1,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,100,0,0,0,2,1,0,11,1,4,2,5,0,11,0,,0,,4,46,36,1,1,0,0,2,3,0
295,Emil Krafth,se SWE,DF,Newcastle Utd,29,1994,3.8,Matches,2,0,0,5,2,0,2,2,2,0,0,0,19,8,8,50,0,1,0,0,0.26,0,0,,14.6,0,0,0,0,0,0.03,0,0,124,158,78.5,2017,786,60,74,81.1,53,62,85.5,7,12,58.3,0,0.1,0,-0.1,1,6,1,0,8,138,20,4,0,0,16,0,0,0,0,0,4,3,0.79,2,0,0,4,0,0,0,0,0,0,0,0,0,0,4,2,1,1,2,1,66.7,1,5,1,6,16,0,199,34,100,73,28,4,199,0,0,1,100,82,397,175,5,6,0,2,2,98,3
296,Mohammed Kudus,gh GHA,"FW,MF",West Ham,23,2000,28.8,Matches,2,1,0,39,64,18,81,4,23,0,0,0,138,11,40,21.6,5,75,21,28,2.61,0.73,0.07,0.24,16,0,0,0,6.9,6.9,0.09,-1.9,-1.9,715,855,83.6,11695,1800,381,421,90.5,256,288,88.9,58,85,68.2,3,3.1,2.7,-0.1,31,46,29,15,79,837,16,5,2,13,3,1,0,0,0,2,29,107,3.72,74,1,16,1,2,2,10,0.35,6,0,1,3,0,0,38,9,18,11,10,208,37,17,24,23,42,8,2,1274,13,171,536,612,127,1274,92,44.2,98,47.1,842,5574,2613,98,59,42,77,93,989,216
297,Dejan Kulusevski,se SWE,"MF,FW",Tottenham,24,2000,26.5,Matches,3,0,0,48,38,5,89,13,23,0,0,0,121,10,15,40,7,47,17,36.2,1.77,0.64,0.15,0.41,14.7,0,0,0,4.2,4.2,0.09,2.8,2.8,658,893,73.7,9216,2920,394,457,86.2,203,260,78.1,32,79,40.5,4,6.2,3.9,-2.2,65,62,52,6,124,800,84,4,11,1,6,62,26,0,0,9,42,128,4.82,95,12,15,5,3,0,9,0.34,7,1,1,0,0,0,45,17,13,15,19,117,37.3,32,34,29,58,10,1,1276,24,149,432,719,158,1276,38,32.5,71,60.7,823,6157,3208,120,67,40,77,74,895,210
298,Maxence Lacroix,fr FRA,DF,Crystal Palace,24,2000,34.6,Matches,5,0,0,34,19,1,7,54,41,0,1,0,130,60,50,54.5,1,30,5,16.7,0.87,0.14,0.03,0.2,10.8,0,0,0,3.4,3.4,0.11,-2.4,-2.4,1207,1477,81.7,24841,9717,316,370,85.4,748,826,90.6,136,249,54.6,1,1,1,0,8,71,4,2,65,1433,44,40,3,7,2,0,0,0,0,0,12,28,0.81,23,1,0,22,0,0,4,0.12,2,1,0,1,0,0,68,52,15,1,32,14,68.1,15,48,26,122,207,2,1934,362,1184,672,85,45,1934,8,57.1,4,28.6,1030,4806,2203,8,6,0,21,6,1136,7
299,Adam Lallana,eng ENG,MF,Southampton,36,1988,4,Matches,4,0,0,8,8,0,4,5,5,0,0,0,19,2,2,50,0,3,0,0,0.75,0,0,,18.1,0,0,0,0.2,0.2,0.06,-0.2,-0.2,221,260,85,2891,980,147,165,89.1,61,67,91,4,9,44.4,2,0.9,0.5,1.1,4,21,9,3,24,255,4,3,1,0,0,0,0,0,0,1,3,9,2.24,8,0,0,1,1,0,2,0.5,2,0,0,0,0,0,8,4,4,0,2,12,16.7,10,4,3,13,5,0,318,19,91,155,73,6,318,5,41.7,5,41.7,178,831,366,6,8,0,10,6,245,10
300,Tariq Lamptey,gh GHA,DF,Brighton,23,2000,9.6,Matches,0,0,0,15,10,0,28,7,11,0,1,0,39,1,14,6.7,2,6,2,33.3,0.63,0.21,0.33,1,18.5,0,0,0,0.4,0.4,0.06,1.6,1.6,335,413,81.1,5168,1326,185,199,93,128,162,79,19,40,47.5,2,0.8,0.8,1.2,5,12,6,5,14,346,66,5,0,1,60,1,1,0,0,1,6,17,1.78,14,1,0,7,1,1,3,0.31,2,0,0,0,0,1,17,8,9,0,9,31,36,16,15,8,24,23,1,535,29,161,224,154,11,535,10,32.3,18,58.1,292,2081,1034,32,17,3,11,5,302,45
301,Will Lankshear,eng ENG,"FW,MF",Tottenham,19,2005,0.1,Matches,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0,1,0,0,0,0,1,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,0,2,1,0,3,0,,0,,3,3,0,0,0,0,2,0,3,1
302,Roméo Lavia,be BEL,MF,Chelsea,20,2004,8.9,Matches,4,0,0,16,7,0,0,16,13,0,1,0,40,12,6,66.7,0,2,0,0,0.23,0,0,,18.8,0,0,0,0.3,0.3,0.13,-0.3,-0.3,389,424,91.7,6552,1692,179,195,91.8,184,194,94.8,21,25,84,1,0.7,0.4,0.3,7,49,3,0,31,419,3,3,3,3,0,0,0,0,0,2,1,14,1.58,13,0,0,0,0,1,2,0.23,2,0,0,0,0,0,22,5,13,4,10,16,47.6,11,6,6,38,10,1,493,17,109,319,71,1,493,10,62.5,6,37.5,295,1373,567,3,9,0,3,7,359,7
303,Mario Lemina,ga GAB,"MF,DF",Wolves,30,1993,15.2,Matches,4,0,0,17,8,4,10,27,31,0,1,0,73,25,16,61,1,18,5,27.8,1.19,0.33,0.06,0.2,21.9,0,0,0,1.4,1.4,0.08,-0.4,-0.4,493,613,80.4,9479,2966,176,207,85,249,284,87.7,58,95,61.1,3,1.1,1.2,1.9,10,43,13,4,48,582,26,9,6,4,9,0,0,0,0,5,7,26,1.71,21,0,2,7,0,1,5,0.33,5,0,0,0,0,0,51,27,19,5,20,16,69,9,12,5,78,50,3,809,92,324,378,119,18,809,10,62.5,4,25,382,2068,1038,8,12,2,21,11,482,21
304,Bernd Leno,de GER,GK,Fulham,32,1992,38,Matches,5,0,0,0,4,0,0,0,2,0,0,0,50,9,1,90,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,1149,1404,81.8,28206,16978,227,228,99.6,683,691,98.8,227,471,48.2,1,0.1,0.1,0.9,2,16,2,0,0,1160,243,71,0,0,0,0,0,0,0,1,1,6,0.16,6,0,0,0,0,0,2,0.05,2,0,0,0,0,0,2,2,0,0,2,0,100,0,1,1,2,11,5,1479,1190,1466,13,0,0,1479,0,,0,,955,3956,2233,0,0,0,0,0,862,0
305,Jefferson Lerma,co COL,"MF,DF",Crystal Palace,29,1994,25.3,Matches,9,0,0,35,39,0,12,42,17,0,0,0,154,41,39,51.3,0,26,8,30.8,1.03,0.32,0,0,19.8,0,0,0,1.1,1.1,0.04,-1.1,-1.1,844,1121,75.3,14709,5135,395,457,86.4,349,426,81.9,79,178,44.4,1,1.6,1.7,-0.6,10,87,18,2,97,1052,61,13,9,8,46,0,0,0,0,8,22,47,1.86,37,5,1,18,0,1,3,0.12,3,0,0,0,0,0,35,15,16,4,19,13,52.8,17,38,20,77,80,1,1406,124,469,703,244,29,1406,7,53.8,4,30.8,649,2478,1100,13,11,0,15,18,803,26
306,Rico Lewis,eng ENG,"DF,MF",Manchester City,19,2004,21,Matches,5,1,1,12,34,0,6,13,19,0,0,0,95,6,14,30,1,10,2,20,0.48,0.1,0.1,0.5,15.8,0,0,0,1.4,1.4,0.14,-0.4,-0.4,1201,1312,91.5,17279,3228,721,762,94.6,438,466,94,28,44,63.6,2,0.3,1,1.7,7,92,14,0,107,1185,127,25,3,0,102,0,0,0,0,0,22,31,1.47,30,0,0,7,1,0,3,0.14,3,0,0,0,0,0,30,13,12,5,13,21,61.9,8,28,21,43,45,1,1477,53,289,727,477,46,1477,9,42.9,11,52.4,865,4215,2155,39,41,8,20,19,1061,78
307,Keane Lewis-Potter,eng ENG,"DF,FW",Brentford,23,2001,34.4,Matches,7,0,0,18,31,4,78,21,27,1,0,0,146,27,35,43.5,1,28,14,50,0.81,0.41,0.04,0.07,20.2,1,0,0,3.1,3.1,0.11,-2.1,-2.1,982,1273,77.1,16310,5025,532,591,90,335,426,78.6,88,181,48.6,3,3.2,4.9,-0.2,26,69,47,18,98,1112,153,8,5,9,139,5,2,0,0,8,29,71,2.07,56,0,5,10,6,1,8,0.23,6,0,0,0,2,0,49,26,16,7,31,101,62,19,28,18,70,76,3,1613,102,504,625,505,74,1613,41,40.6,50,49.5,868,6085,3211,98,69,35,51,20,966,156
308,Myles Lewis-Skelly,eng ENG,DF,Arsenal,17,2006,15.2,Matches,3,2,0,11,47,0,10,7,14,0,1,0,53,11,10,52.4,1,3,1,33.3,0.2,0.07,0.33,1,14.7,0,0,0,0.2,0.2,0.05,0.8,0.8,708,776,91.2,10525,2307,394,410,96.1,291,317,91.8,14,24,58.3,0,0.4,0.5,-0.4,8,66,10,2,71,660,111,17,3,2,94,0,0,0,0,5,2,29,1.91,21,0,1,1,6,0,0,0,0,0,0,0,0,0,22,10,9,3,10,28,90.9,1,4,3,29,27,0,905,28,178,476,265,17,905,12,42.9,9,32.1,526,2692,1663,37,26,7,13,9,616,37
309,Matthijs de Ligt,nl NED,DF,Manchester Utd,24,1999,23.6,Matches,3,0,0,16,12,2,6,33,22,0,2,0,68,58,29,66.7,2,18,9,50,0.76,0.38,0.11,0.22,7.9,0,0,0,2.5,2.5,0.14,-0.5,-0.5,1241,1380,89.9,21810,5955,454,482,94.2,728,771,94.4,53,108,49.1,0,0.3,0.3,-0.3,6,63,2,1,55,1350,27,19,0,9,1,0,0,0,0,3,11,14,0.59,12,0,0,21,0,0,1,0.04,1,0,0,0,0,0,30,17,12,1,23,4,71.9,9,29,8,63,96,0,1608,184,828,731,56,29,1608,2,50,2,50,1078,4744,2225,7,3,0,5,3,1158,6
310,Pedro Lima,br BRA,DF,Wolves,18,2006,0.8,Matches,0,0,0,1,1,1,5,2,0,0,0,0,3,0,3,0,0,1,1,100,1.29,1.29,0,0,22.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1,28,38,73.7,457,188,14,17,82.4,11,14,78.6,3,5,60,0,0.1,0.1,-0.1,2,2,3,2,4,31,7,0,0,0,7,0,0,0,0,0,2,4,5.14,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,3,33.3,2,0,0,3,5,0,48,0,9,12,28,3,48,1,33.3,2,66.7,22,120,83,4,3,1,1,0,30,11
311,Victor Lindelöf,se SWE,DF,Manchester Utd,30,1994,7.8,Matches,1,0,0,8,1,0,1,8,2,0,0,0,29,17,15,53.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,362,386,93.8,6074,1912,154,163,94.5,184,191,96.3,20,26,76.9,0,0.1,0.1,-0.1,3,17,2,1,26,376,10,4,1,0,5,0,0,0,0,0,1,4,0.51,4,0,0,4,0,0,0,0,0,0,0,0,0,0,7,5,1,1,3,0,75,1,6,2,15,36,2,452,60,243,187,24,3,452,0,,0,,263,1171,553,5,4,0,1,1,313,4
312,Jesper Lindstrøm,dk DEN,FW,Everton,24,2000,13.8,Matches,2,0,0,15,10,1,71,12,25,0,0,0,70,6,12,33.3,0,28,10,35.7,2.03,0.73,0,0,21,6,0,0,2.1,2.1,0.08,-2.1,-2.1,297,428,69.4,4593,1335,194,225,86.2,65,99,65.7,29,65,44.6,1,2,2,-1,19,18,12,7,25,383,42,11,1,0,6,25,12,8,2,3,18,46,3.35,30,7,2,3,3,1,1,0.07,1,0,0,0,0,0,45,24,19,2,19,43,34.5,36,15,12,57,17,0,625,22,127,206,303,40,625,8,18.6,31,72.1,302,1627,780,30,19,7,31,24,347,81
313,Valentino Livramento,eng ENG,DF,Newcastle Utd,21,2002,31.6,Matches,1,0,0,6,35,2,52,23,36,0,0,0,189,27,35,43.5,0,6,2,33.3,0.19,0.06,0,0,19.7,0,0,0,0.3,0.3,0.05,-0.3,-0.3,1403,1643,85.4,20773,6686,811,895,90.6,507,583,87,54,91,59.3,1,2.6,2.7,-1.6,25,108,28,6,158,1387,251,17,1,1,233,1,0,0,0,5,27,45,1.43,43,0,0,11,1,0,2,0.06,2,0,0,0,0,0,54,35,15,4,32,56,54.2,27,37,26,77,108,1,1964,119,619,894,482,41,1964,25,44.6,23,41.1,1023,6333,3316,83,42,13,32,39,1144,119
314,Sean Longstaff,eng ENG,MF,Newcastle Utd,26,1997,8.9,Matches,2,0,0,9,6,0,5,7,16,0,0,0,31,7,7,50,0,6,1,16.7,0.68,0.11,0,0,13.5,0,0,0,0.6,0.6,0.1,-0.6,-0.6,295,349,84.5,4407,1175,161,185,87,111,120,92.5,15,22,68.2,0,0.2,0.2,-0.2,4,26,1,0,40,344,4,2,2,3,0,1,0,0,1,1,12,14,1.58,12,0,1,5,0,0,2,0.23,1,0,0,1,0,0,27,10,9,8,18,7,66.7,9,17,12,34,8,0,434,24,123,193,121,21,434,2,28.6,4,57.1,248,1176,429,4,10,2,9,7,308,22
315,Saša Lukić,rs SRB,MF,Fulham,27,1996,26,Matches,12,0,0,66,26,0,62,28,39,0,1,0,109,19,25,43.2,0,18,2,11.1,0.69,0.08,0,0,20.2,0,0,0,1.2,1.2,0.06,-1.2,-1.2,1100,1260,87.3,18730,4635,519,565,91.9,477,521,91.6,91,129,70.5,2,2.7,1.4,-0.7,26,104,17,7,98,1171,87,38,1,4,1,42,12,24,0,2,23,55,2.11,36,12,0,7,1,1,4,0.15,3,0,0,1,0,0,68,22,40,6,23,17,41.8,32,20,13,96,35,1,1493,57,332,843,331,21,1493,8,47.1,5,29.4,825,4427,2190,39,40,4,23,8,963,33
316,Joe Lumley,eng ENG,GK,Southampton,29,1995,3,Matches,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,66.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,106,151,70.2,2342,1476,42,44,95.5,42,46,91.3,21,59,35.6,0,0,0,0,0,2,0,0,0,128,22,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,164,116,161,3,0,0,164,0,,0,,103,476,296,0,0,0,0,0,108,0
317,Massimo Luongo,au AUS,MF,Ipswich Town,31,1992,2.2,Matches,0,0,0,1,2,0,1,2,6,0,0,0,10,2,0,100,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,50,66,75.8,722,183,30,34,88.2,15,20,75,3,8,37.5,0,0,0,0,0,1,0,0,6,64,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9,6,2,1,5,0,62.5,3,4,2,11,2,0,87,9,34,33,20,2,87,0,,0,,46,184,27,0,0,0,2,3,50,1
318,Ian Maatsen,nl NED,DF,Aston Villa,22,2002,12.7,Matches,2,0,0,11,9,3,51,15,17,0,1,0,67,10,6,62.5,1,19,5,26.3,1.5,0.4,0.05,0.2,22.1,0,0,0,0.9,0.9,0.05,0.1,0.1,609,747,81.5,9635,2492,307,346,88.7,263,309,85.1,26,52,50,2,2.7,2.4,-0.7,19,22,19,3,50,646,101,16,1,2,80,5,2,0,0,0,25,52,4.11,38,3,5,0,0,1,7,0.55,6,0,1,0,0,0,29,17,9,3,17,29,70.8,7,13,13,44,39,3,917,56,247,334,348,47,917,13,44.8,16,55.2,505,2636,1184,31,17,13,22,25,564,104
319,Alexis Mac Allister,ar ARG,MF,Liverpool,25,1998,28.9,Matches,6,0,0,62,40,2,86,22,58,0,0,0,148,19,34,35.8,5,38,13,34.2,1.32,0.45,0.13,0.38,18.1,1,0,0,2.8,2.8,0.07,2.2,2.2,1273,1524,83.5,20344,5748,658,729,90.3,493,558,88.4,89,160,55.6,5,4.7,5.6,0.3,45,122,35,2,177,1403,116,35,6,3,9,71,26,36,0,5,31,120,4.15,83,24,2,6,2,3,15,0.52,10,3,0,2,0,0,95,28,51,16,55,42,52.9,49,61,55,117,29,1,1860,56,284,960,637,60,1860,16,38.1,21,50,915,3782,2018,36,43,5,31,22,1228,80
320,James Maddison,eng ENG,MF,Tottenham,27,1996,20.1,Matches,6,0,0,32,64,4,98,12,19,0,0,0,76,5,7,41.7,9,39,17,43.6,1.94,0.85,0.23,0.53,16.7,6,0,0,5.8,5.8,0.15,3.2,3.2,1021,1256,81.3,16664,5028,481,529,90.9,424,492,86.2,75,162,46.3,7,4.2,5.9,2.8,41,123,32,5,164,1118,132,48,12,5,5,59,37,8,0,6,15,95,4.73,66,13,7,4,6,0,18,0.9,12,2,3,1,0,0,31,8,16,7,9,77,31,20,15,11,43,19,1,1464,26,210,691,576,77,1464,33,42.9,34,44.2,1026,5128,2279,45,39,20,23,25,1125,95
321,Noni Madueke,eng ENG,FW,Chelsea,22,2002,22.6,Matches,3,0,0,22,25,5,63,10,18,0,0,0,84,11,19,36.7,7,80,30,37.5,3.54,1.33,0.09,0.23,14.4,0,0,0,9.6,9.6,0.12,-2.6,-2.6,530,685,77.4,7705,1853,325,377,86.2,164,215,76.3,22,41,53.7,3,4.2,3.2,-1.2,32,16,35,8,69,660,20,1,1,4,18,1,0,0,0,5,15,79,3.5,57,0,10,0,4,1,8,0.35,5,0,0,1,1,1,25,8,12,5,14,102,36.8,24,17,17,35,11,0,980,22,101,301,595,184,980,45,44.1,46,45.1,641,5413,3485,154,50,93,52,25,756,226
322,Gabriel Magalhães,br BRA,DF,Arsenal,26,1997,26.3,Matches,4,0,0,19,19,0,9,16,15,1,0,0,63,53,37,58.9,3,22,5,22.7,0.84,0.19,0.14,0.6,9.5,0,0,0,2.6,2.6,0.12,0.4,0.4,1480,1641,90.2,25788,7938,598,617,96.9,782,830,94.2,83,154,53.9,1,0.9,1.2,0.1,13,145,8,0,126,1560,80,51,1,8,3,0,0,0,0,1,8,35,1.33,31,0,0,29,1,0,6,0.23,4,0,0,1,1,0,25,12,8,5,12,5,75,4,42,13,41,93,2,1873,189,672,985,225,40,1873,4,80,1,20,1116,4470,2669,10,22,0,9,2,1366,11
