Rk,Player,Nation,Pos,Squad,Age,Born,90s,Matches,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Live,Dead,FK_dup,TB,Sw,TI,CK,In,Out,Str,Off_dup,Blocks,SCA,SCA90,PassLive,PassDead,TO,Sh_dup,Fld_dup,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Tkl,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att_dup,Tkl%,Lost_dup,Blocks_dup,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Def 3rd_dup,Mid 3rd_dup,Att 3rd_dup,Att Pen,Live_dup,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_dup,PrgDist_dup,PrgC,1/3_dup,CPA,Mis,Dis,Rec,PrgR
480,Leandro Sanca,gw GNB,"FW,MF",Spezia,22,2000,0.4,Matches,0,0,0,0,0,0,2,0,1,0,0,0,5,0,2,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,9,12,75.0,171,27,4,5,80.0,2,4,50.0,2,2,100.0,0,0.0,0.0,0.0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,0,1,1,5,100.0,0,0,0,1,0,0,17,0,1,6,11,0,17,3,60.0,2,40.0,10,66,15,1,1,0,1,1,11,3
481,Alex Sandro,br BRA,DF,Juventus,31,1991,19.9,Matches,5,1,0,27,25,1,19,15,20,1,0,0,127,39,22,63.9,0,5,0,0.0,0.25,0.00,0.00,,22.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2,1081,1256,86.1,19560,6667,466,504,92.5,477,532,89.7,120,172,69.8,1,0.9,1.1,+0.1,12,93,9,3,97,1100,152,24,0,8,117,0,0,0,0,4,13,36,1.81,32,0,2,10,1,1,3,0.15,3,0,0,0,0,0,35,16,16,3,15,28,68.2,7,27,17,50,64,1,1455,118,521,750,196,13,1455,19,67.9,4,14.3,763,4257,2489,51,36,3,26,17,901,25
482,Nicola Sansone,it ITA,FW,Bologna,30,1991,8.2,Matches,2,0,0,13,16,11,20,0,4,2,0,0,23,0,13,0.0,4,22,8,36.4,2.68,0.97,0.18,0.50,18.0,2,0,0,2.8,2.8,0.13,+1.2,+1.2,161,218,73.9,2232,509,98,118,83.1,40,56,71.4,9,18,50.0,2,1.0,0.8,+1.0,8,6,4,1,13,194,22,1,0,2,1,10,7,2,0,2,7,31,3.77,19,3,3,0,4,0,7,0.85,3,1,0,1,2,0,12,6,4,2,5,19,50.0,5,0,0,12,4,0,314,4,26,139,156,29,314,4,21.1,11,57.9,209,1114,446,17,14,7,23,14,246,72
483,Riccardo Saponara,it ITA,FW,Fiorentina,30,1991,13.4,Matches,4,0,0,14,22,5,32,5,5,0,0,0,67,8,8,50.0,4,37,13,35.1,2.76,0.97,0.11,0.31,19.4,0,0,0,2.8,2.8,0.08,+1.2,+1.2,329,457,72.0,4773,1264,209,249,83.9,85,122,69.7,19,39,48.7,3,3.4,2.2,-0.4,20,26,27,7,56,451,3,0,2,6,3,0,0,0,0,3,13,49,3.66,36,0,4,1,3,1,5,0.37,4,0,0,1,0,0,10,3,6,1,5,42,55.6,4,7,6,15,9,1,606,12,66,235,317,61,606,18,42.9,19,45.2,409,2870,1567,56,37,16,29,19,470,125
484,Mouhamadou Sarr,sn SEN,GK,Cremonese,25,1997,2.0,Matches,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,62,84,73.8,1985,1440,6,6,100.0,33,33,100.0,23,44,52.3,0,0.0,0.0,0.0,0,2,0,0,0,61,22,10,0,1,0,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,89,74,88,1,0,0,89,0,,0,,32,133,75,0,0,0,0,0,49,0
485,Martin Satriano,uy URU,FW,Empoli,21,2001,18.9,Matches,4,0,0,20,29,5,22,3,8,0,0,0,52,43,61,41.3,2,38,10,26.3,2.01,0.53,0.05,0.20,15.3,0,0,0,3.9,3.9,0.10,-1.9,-1.9,249,384,64.8,3296,593,143,197,72.6,72,107,67.3,11,23,47.8,1,1.2,1.4,-0.2,14,16,9,1,22,375,8,0,2,1,6,0,0,0,0,1,15,32,1.69,19,0,4,0,4,0,3,0.16,2,0,0,1,0,0,13,5,6,2,6,48,42.9,8,5,5,16,22,0,597,19,67,250,291,77,597,19,39.6,27,56.3,346,1840,737,29,22,12,54,45,466,127
486,Giorgio Scalvini,it ITA,DF,Atalanta,18,2003,25.9,Matches,7,0,0,55,6,6,8,56,29,0,0,0,179,49,37,57.0,2,17,4,23.5,0.66,0.15,0.12,0.50,11.2,0,0,0,2.0,2.0,0.12,0.0,0.0,1205,1486,81.1,19877,8249,613,687,89.2,476,545,87.3,90,184,48.9,2,0.4,0.8,+1.6,9,133,14,2,158,1443,40,29,1,21,11,0,0,0,0,3,20,33,1.27,29,1,2,13,0,1,5,0.19,5,0,0,0,0,0,54,30,18,6,29,26,52.7,26,36,23,110,57,2,1762,124,687,861,226,32,1762,12,46.2,11,42.3,917,3552,1989,22,22,6,20,8,1146,34
487,Jerdy Schouten,nl NED,MF,Bologna,25,1997,27.9,Matches,3,0,0,25,30,2,3,40,38,0,0,1,216,28,27,50.9,0,8,2,25.0,0.29,0.07,0.00,0.00,18.0,0,0,0,0.4,0.4,0.05,-0.4,-0.4,1299,1498,86.7,20836,5831,688,763,90.2,494,553,89.3,87,115,75.7,2,1.5,1.0,+0.5,19,118,9,0,139,1487,8,8,4,13,0,0,0,0,0,3,16,56,2.01,53,0,0,17,0,1,6,0.22,6,0,0,0,0,0,63,28,33,2,27,48,55.1,22,40,23,103,43,1,1807,81,492,1138,193,10,1807,27,56.3,13,27.1,1033,4285,1647,15,13,1,43,25,1239,29
488,Perr Schuurs,nl NED,DF,Torino,22,1999,25.8,Matches,5,0,0,31,3,2,2,28,25,0,1,0,177,60,49,55.0,0,14,1,7.1,0.54,0.04,0.00,0.00,14.9,2,0,0,0.9,0.9,0.07,-0.9,-0.9,1058,1201,88.1,20819,6259,320,358,89.4,622,671,92.7,108,142,76.1,2,0.9,0.8,+1.1,7,35,3,0,56,1165,36,31,0,1,5,0,0,0,0,0,7,20,0.77,14,0,3,16,1,1,2,0.08,2,0,0,0,0,0,51,29,17,5,14,14,53.8,12,28,12,79,102,0,1479,145,759,671,67,17,1479,10,71.4,3,21.4,768,3730,1812,14,16,1,21,7,814,2
489,Demba Seck,sn SEN,"MF,FW",Torino,21,2001,5.8,Matches,0,0,0,8,18,6,7,1,2,0,0,0,23,7,10,41.2,0,10,3,30.0,1.73,0.52,0.00,0.00,16.0,0,0,0,0.6,0.6,0.06,-0.6,-0.6,127,166,76.5,1746,354,79,88,89.8,41,52,78.8,3,6,50.0,0,0.6,0.3,-0.6,6,8,5,0,17,159,6,1,2,0,2,0,0,0,0,1,7,14,2.42,12,0,1,1,1,0,1,0.17,1,0,0,0,0,0,5,3,2,0,2,30,66.7,1,3,2,6,1,0,238,2,22,107,117,27,238,16,53.3,9,30.0,164,1395,752,29,19,12,24,13,185,42
490,Telasco Segovia,ve VEN,MF,Sampdoria,19,2003,0.0,Matches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,3,3,100.0,38,0,2,2,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,0,3,0,0,3,0,,0,,1,1,0,0,0,0,0,0,3,0
491,Jacopo Segre,it ITA,DF,Torino,25,1997,0.2,Matches,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,50.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,8,9,88.9,103,22,6,7,85.7,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,12,0,4,8,0,0,12,0,,0,,8,33,12,0,0,0,0,0,7,0
492,Vivaldo Semedo,pt POR,"FW,MF",Udinese,17,2005,0.4,Matches,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0.0,0,1,0,0.0,2.50,0.00,0.00,,11.6,0,0,0,0.1,0.1,0.10,-0.1,-0.1,6,7,85.7,66,22,5,6,83.3,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,1,1,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,0,1,0,11,1,1,4,7,2,11,0,,0,,10,27,9,0,1,0,2,1,10,3
493,Stefano Sensi,it ITA,MF,Monza,26,1995,18.0,Matches,8,0,0,18,50,2,50,20,26,1,0,0,124,8,10,44.4,3,18,7,38.9,1.00,0.39,0.17,0.43,24.8,4,0,0,1.4,1.4,0.08,+1.6,+1.6,1089,1281,85.0,20124,6412,464,516,89.9,465,511,91.0,134,194,69.1,1,2.1,2.6,-1.1,24,128,21,3,143,1185,94,51,6,18,6,32,10,16,0,2,16,63,3.50,38,18,0,3,4,1,8,0.44,7,0,0,0,1,0,41,25,13,3,18,29,37.5,30,13,10,61,4,0,1442,22,276,880,299,11,1442,11,37.9,9,31.0,902,4509,1934,27,32,2,32,15,1103,37
494,Luigi Sepe,it ITA,GK,Salernitana,31,1991,17.0,Matches,3,0,0,1,2,0,0,0,0,0,1,0,27,4,0,100.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,441,648,68.1,11985,9017,79,79,100.0,216,217,99.5,143,345,41.4,0,0.0,0.0,0.0,0,8,0,0,0,435,209,55,0,1,0,0,0,0,0,4,0,1,0.06,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,692,605,692,0,0,0,692,0,,0,,346,1709,1260,0,0,0,1,0,273,0
495,Leonardo Sernicola,it ITA,DF,Cremonese,25,1997,25.7,Matches,11,0,0,40,43,3,118,38,33,0,1,0,136,29,21,58.0,2,25,5,20.0,0.97,0.19,0.08,0.40,21.3,0,0,0,1.3,1.3,0.05,+0.7,+0.7,615,945,65.1,10638,4546,293,352,83.2,239,389,61.4,64,143,44.8,2,2.3,2.2,-0.3,25,50,29,21,62,737,203,12,2,6,179,12,0,11,0,5,25,55,2.14,40,5,1,6,5,1,4,0.16,3,0,0,0,1,0,45,25,13,7,29,57,67.4,14,23,17,83,55,0,1220,67,352,498,387,24,1220,24,42.1,22,38.6,592,3716,2045,60,45,5,28,21,610,95
496,Stephan El Shaarawy,it ITA,"DF,MF",Roma,29,1992,16.9,Matches,3,0,0,16,18,9,23,15,9,1,0,0,96,16,18,47.1,7,42,19,45.2,2.48,1.12,0.17,0.37,19.2,0,0,0,5.6,5.6,0.13,+1.4,+1.4,665,825,80.6,10633,2974,357,403,88.6,245,298,82.2,47,77,61.0,2,1.4,1.6,+0.6,27,36,21,3,66,717,108,10,5,9,93,4,4,0,0,0,19,72,4.25,49,8,9,1,2,0,7,0.41,4,0,1,1,1,0,21,8,10,3,6,70,27.3,16,11,10,36,11,0,1032,16,185,467,395,63,1032,26,37.1,39,55.7,619,3834,1842,58,41,20,35,11,681,136
497,Eldor Shomurodov,uz UZB,FW,Spezia,27,1995,9.0,Matches,2,0,0,9,7,2,3,3,5,0,0,0,30,20,35,36.4,1,18,4,22.2,2.00,0.44,0.06,0.25,15.7,0,0,0,2.8,2.8,0.16,-1.8,-1.8,143,205,69.8,1903,367,86,113,76.1,44,56,78.6,5,11,45.5,1,1.4,0.8,-0.4,11,7,5,1,15,186,19,0,3,0,0,0,0,0,0,0,8,19,2.12,17,0,2,1,0,0,1,0.11,1,0,0,0,0,0,5,3,1,1,2,25,18.2,9,5,4,8,4,0,316,4,31,140,151,34,316,8,32.0,13,52.0,170,899,337,7,4,3,37,17,222,53
498,Eldor Shomurodov,uz UZB,FW,Roma,27,1995,1.3,Matches,0,0,0,1,2,2,0,1,0,0,0,0,2,2,2,50.0,0,6,3,50.0,4.54,2.27,0.00,0.00,19.8,0,0,0,0.6,0.6,0.10,-0.6,-0.6,25,33,75.8,371,69,15,19,78.9,9,11,81.8,1,1,100.0,0,0.0,0.0,0.0,0,0,1,0,4,31,2,0,0,0,1,0,0,0,0,0,1,2,1.51,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,1,1,0,0,0,4,0.0,2,1,1,2,0,0,53,1,4,16,34,11,53,1,25.0,3,75.0,34,241,103,3,4,2,4,5,43,15
499,Marco Silvestri,it ITA,GK,Udinese,31,1991,38.0,Matches,0,0,0,0,4,0,0,1,1,0,0,0,39,9,0,100.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,916,1177,77.8,23603,17093,190,190,100.0,486,492,98.8,236,488,48.4,0,0.0,0.0,0.0,0,9,0,0,0,783,391,89,0,5,0,0,0,0,0,3,0,8,0.21,7,1,0,0,0,0,0,0.00,0,0,0,0,0,0,2,2,0,0,2,0,66.7,1,0,0,3,15,1,1267,1140,1267,0,0,0,1267,0,,0,,625,2964,2110,0,0,0,0,0,544,0
500,Giovanni Simeone,ar ARG,FW,Napoli,27,1995,4.5,Matches,1,0,0,7,9,1,2,1,3,0,0,0,15,6,19,24.0,4,14,8,57.1,3.10,1.77,0.29,0.50,17.5,0,0,0,1.4,1.4,0.10,+2.6,+2.6,76,106,71.7,1016,178,44,55,80.0,18,30,60.0,5,6,83.3,1,1.2,0.3,-0.2,5,3,2,0,9,104,2,0,0,1,0,0,0,0,0,0,4,11,2.43,10,0,0,1,0,0,3,0.66,3,0,0,0,0,0,12,3,5,4,3,15,37.5,5,2,1,13,4,0,194,4,16,87,92,25,194,7,46.7,5,33.3,144,722,225,11,9,3,27,13,159,34
501,Wilfried Singo,ci CIV,DF,Torino,21,2000,22.7,Matches,8,0,0,42,35,1,56,12,17,0,0,0,116,53,23,69.7,2,34,10,29.4,1.50,0.44,0.06,0.20,14.0,0,0,0,2.7,2.7,0.08,-0.7,-0.7,853,1138,75.0,14659,4321,393,458,85.8,376,492,76.4,67,131,51.1,1,1.9,1.7,-0.9,23,46,24,10,67,923,207,20,3,7,187,0,0,0,0,8,19,45,1.98,29,0,7,2,2,0,4,0.18,2,0,1,1,0,0,27,14,10,3,12,54,63.2,7,15,13,39,33,1,1354,46,299,649,420,59,1354,30,55.6,13,24.1,708,3749,1789,54,34,9,33,17,849,93
502,Salvatore Sirigu,it ITA,GK,Fiorentina,35,1987,1.0,Matches,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,28,38,73.7,930,572,2,2,100.0,12,12,100.0,14,24,58.3,0,0.0,0.0,0.0,0,0,0,0,0,26,12,4,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,40,38,40,0,0,0,40,0,,0,,26,237,118,0,0,0,0,0,16,0
503,Leo Skiri Østigård,no NOR,DF,Napoli,22,1999,4.7,Matches,1,0,0,2,4,0,0,6,1,0,0,0,18,30,7,81.1,0,3,0,0.0,0.64,0.00,0.00,,20.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,306,357,85.7,6056,2161,108,118,91.5,150,173,86.7,41,55,74.5,0,0.0,0.1,0.0,0,26,0,0,23,344,12,11,0,9,1,0,0,0,0,1,1,2,0.43,2,0,0,3,0,0,0,0.00,0,0,0,0,0,0,4,3,1,0,1,0,100.0,0,3,0,10,18,1,401,35,176,209,17,2,401,0,,0,,259,1619,939,5,5,0,4,0,271,1
504,Łukasz Skorupski,pl POL,GK,Bologna,31,1991,37.0,Matches,4,0,0,1,7,0,0,0,1,0,1,0,53,6,1,85.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,957,1216,78.7,24937,16773,197,199,99.0,426,430,99.1,306,554,55.2,0,0.0,0.0,0.0,0,4,0,0,0,854,357,79,0,3,0,0,0,0,0,5,0,4,0.11,1,3,0,0,0,0,0,0.00,0,0,0,0,0,0,2,2,0,0,1,0,50.0,1,0,0,2,19,2,1311,1189,1306,5,0,0,1311,0,,0,,707,3512,2253,0,0,0,1,0,553,0
505,Milan Škriniar,sk SVK,DF,Inter,27,1995,19.7,Matches,5,1,1,35,14,1,5,13,18,0,0,1,112,17,18,48.6,0,9,2,22.2,0.46,0.10,0.00,0.00,13.0,0,0,0,0.8,0.8,0.09,-0.8,-0.8,1275,1397,91.3,23769,7731,445,479,92.9,707,739,95.7,103,144,71.5,0,0.3,0.4,-0.3,6,79,4,1,81,1328,67,43,1,13,22,0,0,0,0,2,6,11,0.56,11,0,0,13,0,0,0,0.00,0,0,0,0,0,0,29,14,11,4,18,3,56.3,14,18,5,42,46,3,1546,151,741,721,90,13,1546,3,100.0,0,0.0,976,4478,2134,16,11,0,14,3,1137,10
506,Chris Smalling,eng ENG,DF,Roma,32,1989,31.2,Matches,7,0,0,18,14,1,1,43,15,0,0,0,142,71,24,74.7,3,17,4,23.5,0.54,0.13,0.18,0.75,8.5,0,0,0,1.7,1.7,0.10,+1.3,+1.3,1173,1344,87.3,22956,7520,335,366,91.5,713,778,91.6,113,162,69.8,1,0.4,0.8,+0.6,6,35,3,0,51,1315,27,25,1,4,2,0,0,0,0,2,10,16,0.51,14,1,0,36,0,0,1,0.03,1,0,0,0,0,0,26,16,10,0,13,4,61.9,8,51,15,69,123,0,1657,254,977,637,52,34,1657,2,50.0,1,25.0,877,3859,1889,5,7,0,10,2,1002,7
507,Ola Solbakken,no NOR,"MF,FW",Roma,23,1998,5.6,Matches,2,0,0,6,7,0,12,2,2,0,0,0,21,4,11,26.7,1,9,1,11.1,1.61,0.18,0.11,1.00,17.1,1,0,0,0.6,0.6,0.07,+0.4,+0.4,112,159,70.4,1770,364,62,77,80.5,39,49,79.6,7,20,35.0,2,1.6,1.0,+0.4,11,7,4,1,14,148,11,3,1,1,2,6,6,0,0,0,3,16,2.87,10,3,2,0,1,0,2,0.36,2,0,0,0,0,0,2,1,1,0,2,14,28.6,5,2,2,4,8,0,227,8,28,94,109,20,227,5,35.7,6,42.9,134,613,220,5,11,7,16,13,156,35
508,Brandon Soppy,fr FRA,DF,Udinese,20,2002,1.0,Matches,1,0,0,2,2,0,1,1,1,0,1,0,6,1,0,100.0,0,2,1,50.0,2.00,1.00,0.00,0.00,18.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,22,32,68.8,322,140,13,14,92.9,7,10,70.0,1,6,16.7,0,0.2,0.0,-0.2,2,2,1,0,4,29,2,0,0,0,2,0,0,0,0,1,0,4,4.00,2,1,1,0,0,0,0,0.00,0,0,0,0,0,0,1,0,1,0,0,6,,0,4,4,2,1,0,48,2,8,19,21,3,48,1,16.7,4,66.7,33,272,137,4,4,0,0,0,27,4
509,Brandon Soppy,fr FRA,DF,Atalanta,20,2002,7.1,Matches,2,0,0,18,20,2,19,3,5,1,0,0,49,4,2,66.7,0,7,2,28.6,0.98,0.28,0.00,0.00,18.9,0,0,0,0.3,0.3,0.05,-0.3,-0.3,243,322,75.5,3511,1451,138,158,87.3,86,116,74.1,11,25,44.0,3,1.6,1.3,+1.4,11,27,9,4,33,254,67,0,1,0,67,0,0,0,0,1,12,22,3.07,17,0,1,0,3,0,6,0.84,5,0,0,0,1,0,8,4,4,0,3,26,33.3,6,10,10,11,7,0,413,8,90,185,143,22,413,6,23.1,13,50.0,220,1230,679,23,12,6,16,8,241,35
510,Roberto Soriano,it ITA,"FW,MF",Bologna,31,1991,14.7,Matches,1,0,0,20,33,2,11,6,16,0,0,0,77,11,16,40.7,1,13,2,15.4,0.88,0.14,0.08,0.50,20.3,0,0,0,0.6,0.6,0.05,+0.4,+0.4,486,605,80.3,6944,1994,306,349,87.7,139,171,81.3,26,42,61.9,3,2.5,1.5,+0.5,20,35,10,2,56,595,10,4,5,3,6,0,0,0,0,0,15,45,3.06,35,1,1,2,4,2,3,0.20,2,0,0,1,0,0,31,9,16,6,13,14,52.0,12,23,21,37,14,0,739,25,110,393,249,27,739,6,42.9,5,35.7,470,2620,1170,30,34,0,22,15,568,66
511,Joaquin Sosa,uy URU,DF,Bologna,20,2002,7.6,Matches,2,0,0,16,7,0,1,6,2,0,2,0,43,14,12,53.8,0,3,1,33.3,0.39,0.13,0.00,0.00,34.8,0,0,0,0.1,0.1,0.02,-0.1,-0.1,308,379,81.3,6349,2250,101,118,85.6,161,180,89.4,43,73,58.9,0,0.0,0.1,0.0,0,22,0,0,13,363,16,16,0,5,0,0,0,0,0,0,4,3,0.39,3,0,0,3,0,0,0,0.00,0,0,0,0,0,0,6,5,1,0,4,4,22.2,14,5,2,12,31,0,445,49,243,195,8,3,445,3,75.0,0,0.0,281,1593,958,6,3,0,5,2,296,1
512,Riccardo Sottil,it ITA,FW,Fiorentina,23,1999,9.3,Matches,1,0,0,4,27,6,31,0,3,0,0,0,32,3,5,37.5,0,21,8,38.1,2.27,0.86,0.00,0.00,19.9,1,0,0,1.0,1.0,0.05,-1.0,-1.0,209,266,78.6,3457,554,102,115,88.7,84,109,77.1,18,25,72.0,2,1.1,0.8,+0.9,15,11,8,2,27,264,2,1,2,2,1,0,0,0,0,0,7,40,4.32,31,0,2,0,3,0,2,0.22,2,0,0,0,0,0,4,2,0,2,2,47,40.0,3,2,2,4,0,0,368,1,17,88,268,52,368,13,27.7,21,44.7,302,2822,1548,65,35,28,28,13,316,123
513,Matìas Soulé,ar ARG,"MF,FW",Juventus,19,2003,4.7,Matches,0,0,0,3,5,0,6,3,4,0,0,0,30,3,14,17.6,1,10,5,50.0,2.14,1.07,0.10,0.20,16.7,0,0,0,1.5,1.5,0.15,-0.5,-0.5,138,168,82.1,2133,405,82,92,89.1,37,48,77.1,15,21,71.4,0,0.8,0.3,-0.8,9,6,4,1,15,156,12,1,0,3,9,2,2,0,0,0,3,19,4.08,11,1,3,1,2,0,0,0.00,0,0,0,0,0,0,7,3,2,2,5,25,71.4,2,7,6,10,3,0,235,4,45,93,99,16,235,12,48.0,11,44.0,143,990,453,12,12,4,10,7,158,33
514,Adama Soumaoro,fr FRA,DF,Bologna,30,1992,20.7,Matches,5,1,1,21,12,0,0,15,17,0,0,0,96,31,15,67.4,0,2,1,50.0,0.10,0.05,0.00,0.00,8.8,0,0,0,0.3,0.3,0.16,-0.3,-0.3,996,1075,92.7,18518,6098,358,376,95.2,550,580,94.8,78,95,82.1,0,0.0,0.1,0.0,1,28,1,0,50,1021,48,47,0,1,1,0,0,0,0,6,5,7,0.34,7,0,0,13,0,0,1,0.05,1,0,0,0,0,0,25,11,12,2,5,3,71.4,2,18,5,40,75,1,1226,158,649,557,23,7,1226,2,66.7,0,0.0,721,3553,1787,7,5,0,6,1,830,1
515,Leonardo Spinazzola,it ITA,DF,Roma,29,1993,18.4,Matches,3,0,0,13,13,1,57,9,8,0,0,0,99,9,8,52.9,1,10,6,60.0,0.54,0.33,0.10,0.17,18.7,0,0,0,1.0,1.0,0.10,0.0,0.0,750,989,75.8,13111,4315,355,408,87.0,300,385,77.9,78,144,54.2,4,2.0,2.0,+2.0,21,37,26,12,63,806,179,14,4,14,165,0,0,0,0,4,21,46,2.50,36,2,4,3,3,0,7,0.38,6,0,1,0,0,0,15,7,6,2,8,59,34.8,15,13,10,24,25,0,1157,36,296,560,319,41,1157,25,42.4,28,47.5,698,5327,3192,107,52,24,26,11,745,87
516,Marco Sportiello,it ITA,GK,Atalanta,30,1992,14.9,Matches,0,0,0,0,2,0,0,0,0,0,0,0,27,4,0,100.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,362,462,78.4,9718,6618,59,59,100.0,209,212,98.6,94,191,49.2,0,0.0,0.0,0.0,0,1,0,0,2,325,137,21,0,0,0,0,0,0,0,0,0,4,0.27,2,2,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,0,0,1,0,33.3,2,0,0,1,2,0,486,429,481,5,0,0,486,0,,0,,277,1367,863,0,0,0,0,1,202,0
517,Petar Stojanović,si SVN,DF,Empoli,26,1995,17.0,Matches,3,0,0,12,15,0,35,11,22,0,0,0,91,4,7,36.4,0,10,2,20.0,0.59,0.12,0.00,0.00,25.1,1,0,0,0.3,0.3,0.03,-0.3,-0.3,821,1029,79.8,14171,5058,410,466,88.0,308,370,83.2,89,145,61.4,1,1.0,1.2,0.0,19,58,19,6,91,831,197,20,3,27,176,1,0,1,0,1,27,49,2.88,34,7,3,5,2,1,3,0.18,3,0,0,0,0,0,42,28,10,4,26,35,60.5,17,17,12,53,55,0,1210,60,387,539,293,15,1210,13,37.1,18,51.4,663,3977,2265,50,27,5,11,14,710,51
518,Gabriel Strefezza,br BRA,"FW,MF",Lecce,25,1997,27.1,Matches,5,0,0,51,71,0,121,16,24,0,1,0,134,16,45,26.2,8,68,18,26.5,2.51,0.66,0.09,0.33,21.4,4,2,3,6.2,3.8,0.06,+1.8,+2.2,553,886,62.4,9963,3082,278,353,78.8,170,258,65.9,87,196,44.4,4,4.2,3.8,-0.2,48,64,43,17,107,805,71,19,6,23,17,35,15,10,0,10,36,101,3.72,77,6,8,3,3,1,8,0.29,8,0,0,0,0,0,50,18,20,12,27,92,50.0,27,36,33,66,15,0,1285,14,131,531,648,68,1282,36,39.1,42,45.7,838,4948,2240,71,57,19,82,69,935,177
519,Dávid Strelec,sk SVK,FW,Spezia,21,2001,1.9,Matches,0,0,0,4,1,2,0,0,2,0,0,0,1,5,6,45.5,0,3,1,33.3,1.60,0.53,0.00,0.00,11.2,0,0,0,0.5,0.5,0.17,-0.5,-0.5,25,43,58.1,294,30,19,27,70.4,5,9,55.6,0,1,0.0,0,0.1,0.1,-0.1,1,1,0,0,1,40,3,0,0,0,0,0,0,0,0,0,2,4,2.16,3,0,0,0,1,0,2,1.08,2,0,0,0,0,0,2,0,1,1,2,3,100.0,0,0,0,2,0,0,60,0,2,29,29,12,60,0,0.0,3,100.0,32,135,54,2,3,0,3,4,45,14
520,Isaac Success,ng NGA,FW,Udinese,26,1996,20.2,Matches,4,0,0,34,77,11,13,4,4,0,0,0,51,38,46,45.2,1,35,5,14.3,1.74,0.25,0.03,0.20,16.3,0,0,0,3.3,3.3,0.10,-2.3,-2.3,372,570,65.3,5429,1119,207,288,71.9,99,144,68.8,32,51,62.7,6,4.0,3.3,+2.0,31,22,19,1,53,552,11,0,9,8,0,0,0,0,0,7,23,81,4.02,57,0,6,2,14,1,10,0.50,7,0,1,0,2,0,8,2,5,1,3,64,37.5,5,13,11,12,18,0,831,20,48,356,439,101,831,30,46.9,29,45.3,569,2585,914,37,26,13,95,44,735,200
