Rk,Player,Nation,Pos,Squad,Age,Born,90s,Matches,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Live,Dead,FK_dup,TB,Sw,TI,CK,In,Out,Str,Off_dup,Blocks,SCA,SCA90,PassLive,PassDead,TO,Sh_dup,Fld_dup,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Tkl,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att_dup,Tkl%,Lost_dup,Blocks_dup,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Def 3rd_dup,Mid 3rd_dup,Att 3rd_dup,Att Pen,Live_dup,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_dup,PrgDist_dup,PrgC,1/3_dup,CPA,Mis,Dis,Rec,PrgR
1,Abner,br BRA,DF,Betis,22,2000,6.7,Matches,2,0,0,8,2,0,13,8,9,0,1,0,43,9,16,36.0,0,5,1,20.0,0.74,0.15,0.00,0.00,13.6,0,0,0,1.7,1.7,0.34,-1.7,-1.7,252,351,71.8,3886,1578,130,149,87.2,94,134,70.1,16,42,38.1,0,0.1,0.5,-0.1,2,18,3,1,16,275,75,1,0,2,74,0,0,0,0,1,15,8,1.18,5,1,1,2,0,0,1,0.15,1,0,0,0,0,0,12,9,2,1,7,10,43.8,9,8,6,20,24,0,425,25,128,189,113,11,425,3,30.0,7,70.0,203,854,469,8,7,4,10,4,232,25
2,Álvaro Aceves,es ESP,GK,Valladolid,19,2003,0.1,Matches,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,50.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,7,8,87.5,151,113,2,2,100.0,4,4,100.0,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,8,6,8,0,0,0,8,0,,0,,8,42,34,0,0,0,0,0,2,0
3,Marcos Acuña,ar ARG,DF,Sevilla,30,1991,21.2,Matches,10,3,0,32,34,1,147,23,36,0,1,0,141,30,18,62.5,3,21,5,23.8,0.99,0.24,0.14,0.60,25.6,1,0,0,1.2,1.2,0.06,+1.8,+1.8,970,1307,74.2,18018,6997,446,499,89.4,380,491,77.4,128,260,49.2,2,4.3,5.7,-2.3,38,71,38,19,102,1048,257,49,3,14,174,34,7,22,0,2,25,65,3.04,45,14,3,5,0,0,4,0.19,4,0,0,0,0,0,57,34,17,6,30,54,71.4,12,16,11,80,36,0,1523,69,406,670,467,26,1523,26,48.1,23,42.6,823,4070,2178,49,43,5,29,20,903,94
4,Julen Agirrezabala,es ESP,GK,Athletic Club,21,2000,7.5,Matches,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,100.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,171,241,71.0,4890,3600,29,29,100.0,91,94,96.8,51,118,43.2,0,0.0,0.0,0.0,0,2,0,0,0,169,72,10,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,253,203,249,4,0,0,253,0,,0,,150,804,551,0,0,0,0,0,105,0
5,Álvaro Aguado,es ESP,MF,Valladolid,26,1996,21.0,Matches,4,0,0,13,33,0,57,13,15,0,1,0,130,15,17,46.9,1,20,6,30.0,0.95,0.29,0.05,0.17,24.6,1,0,0,1.0,1.0,0.05,0.0,0.0,930,1142,81.4,18906,5096,359,404,88.9,371,429,86.5,174,246,70.7,2,2.2,2.0,-0.2,35,111,11,2,139,1040,95,50,3,39,5,35,3,24,0,7,17,76,3.62,56,13,3,4,4,0,4,0.19,2,2,0,0,0,0,27,13,11,3,15,31,60.0,10,16,12,40,15,0,1292,36,255,742,315,18,1292,13,41.9,9,29.0,833,5476,2508,29,43,3,24,9,908,50
6,Joseph Aidoo,gh GHA,DF,Celta Vigo,26,1995,34.7,Matches,6,1,1,18,18,0,2,31,36,0,1,0,214,63,63,50.0,3,14,3,21.4,0.40,0.09,0.21,1.00,13.2,0,0,0,1.0,1.0,0.07,+2.0,+2.0,1525,1766,86.4,31337,9650,383,439,87.2,974,1050,92.8,163,244,66.8,0,0.1,0.3,-0.1,2,83,4,0,95,1710,51,42,0,5,8,0,0,0,0,5,13,10,0.29,8,0,0,14,0,1,0,0.00,0,0,0,0,0,0,51,33,17,1,16,13,57.1,12,26,12,82,150,0,2082,301,1114,938,46,15,2082,8,61.5,2,15.4,1306,6192,3226,15,6,0,12,9,1321,2
7,Sergio Akieme,es ESP,DF,Almería,24,1997,25.5,Matches,5,0,0,20,18,0,70,14,16,0,0,0,127,14,15,48.3,1,23,7,30.4,0.90,0.27,0.04,0.14,20.2,0,0,0,1.5,1.5,0.07,-0.5,-0.5,821,1061,77.4,13314,5012,430,485,88.7,315,386,81.6,52,128,40.6,0,2.0,2.2,-2.0,21,43,22,17,58,824,230,25,3,13,205,0,0,0,0,7,20,36,1.41,29,1,1,6,0,2,3,0.12,2,0,1,0,0,0,27,19,6,2,12,51,54.5,10,22,16,41,41,0,1283,78,434,563,307,35,1283,27,52.9,18,35.3,660,4200,2232,60,34,11,29,25,710,84
8,Babatunde Akinsola,ng NGA,FW,Valladolid,19,2003,0.1,Matches,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,2,2,100.0,41,0,0,0,,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,8.18,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,1,0,0,1,0,0,,0,0,0,1,0,0,4,0,1,2,1,0,4,0,,0,,4,29,14,1,1,0,2,1,5,3
9,Paul Akouokou,ci CIV,"MF,DF",Betis,24,1997,5.0,Matches,3,0,0,7,4,0,0,12,9,0,0,0,27,6,7,46.2,0,3,1,33.3,0.60,0.20,0.00,0.00,19.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2,160,174,92.0,2670,645,71,73,97.3,66,69,95.7,14,18,77.8,0,0.0,0.1,0.0,0,13,1,0,10,168,4,2,1,2,2,0,0,0,0,2,3,2,0.40,0,0,0,2,0,0,0,0.00,0,0,0,0,0,0,16,13,3,0,13,5,65.0,7,2,0,28,17,1,233,33,102,117,16,1,233,3,60.0,2,40.0,116,369,122,1,2,0,5,0,136,1
10,David Alaba,at AUT,DF,Real Madrid,30,1992,20.4,Matches,3,0,0,9,3,0,26,14,11,0,1,0,94,11,8,57.9,1,14,3,21.4,0.69,0.15,0.07,0.33,19.8,5,0,0,0.8,0.8,0.06,+0.2,+0.2,1042,1189,87.6,15258,5475,601,626,96.0,340,388,87.6,53,99,53.5,3,1.1,1.3,+1.9,16,68,9,4,67,1082,98,45,4,3,46,3,3,0,0,9,11,27,1.32,23,3,0,9,0,0,4,0.20,3,0,0,1,0,0,15,8,4,3,9,4,60.0,6,18,9,29,37,1,1293,137,531,530,240,22,1293,3,75.0,1,25.0,779,3566,2070,16,24,2,7,5,938,60
11,Ángel Alarcón,es ESP,"FW,MF",Barcelona,18,2004,0.3,Matches,0,0,0,2,1,0,1,0,0,0,0,0,1,0,1,0.0,0,1,1,100.0,3.60,3.60,0.00,0.00,15.1,0,0,0,0.0,0.0,0.04,0.0,0.0,5,8,62.5,49,13,5,7,71.4,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,1,0,1,8,0,0,0,0,0,0,0,0,0,0,0,1,3.46,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,1,0.0,2,0,0,0,0,0,12,1,2,2,8,1,12,0,0.0,0,0.0,7,32,19,0,0,0,0,1,9,2
12,Tomás Alarcón,cl CHI,MF,Cádiz,23,1999,2.5,Matches,2,1,1,4,3,0,6,2,2,0,0,0,14,3,1,75.0,0,2,1,50.0,0.81,0.40,0.00,0.00,36.4,0,0,0,0.0,0.0,0.01,0.0,0.0,78,95,82.1,1688,582,28,32,87.5,27,34,79.4,20,25,80.0,0,0.1,0.1,-0.1,2,11,1,0,9,88,7,5,1,3,0,2,1,1,0,0,0,4,1.61,2,1,0,0,1,0,0,0.00,0,0,0,0,0,0,3,0,2,1,1,0,50.0,1,1,1,5,2,0,113,3,20,68,25,1,113,0,,0,,62,267,81,2,0,0,3,4,74,6
13,Jordi Alba,es ESP,DF,Barcelona,33,1989,15.8,Matches,6,1,1,11,4,10,91,11,18,0,0,0,118,8,15,34.8,2,13,4,30.8,0.82,0.25,0.15,0.50,23.3,0,0,0,0.8,0.8,0.06,+1.2,+1.2,1217,1460,83.4,19141,5490,668,728,91.8,441,521,84.6,78,139,56.1,3,6.2,6.7,-3.2,38,120,43,15,141,1277,178,40,4,8,137,1,0,0,0,5,24,59,3.74,52,5,1,5,0,0,6,0.38,5,1,0,0,0,0,25,13,11,1,12,8,42.9,16,12,7,36,23,0,1558,34,300,764,506,39,1558,4,50.0,4,50.0,957,3818,2082,42,27,6,7,7,1122,157
14,Raúl Albiol,es ESP,DF,Villarreal,36,1985,23.5,Matches,6,0,0,17,13,1,1,14,17,0,0,0,108,38,25,60.3,0,2,1,50.0,0.08,0.04,0.00,0.00,25.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1,1303,1472,88.5,28074,10667,321,349,92.0,757,811,93.3,215,287,74.9,0,0.0,0.5,0.0,2,98,5,0,100,1428,42,34,0,15,0,0,0,0,0,2,7,12,0.51,12,0,0,13,0,0,0,0.00,0,0,0,0,0,0,25,17,6,2,14,7,77.8,4,17,4,39,111,0,1687,223,856,796,44,9,1687,4,57.1,3,42.9,1047,6910,4616,12,10,0,11,5,1152,3
15,Rubén Alcaraz,es ESP,MF,Cádiz,31,1991,22.7,Matches,11,1,1,45,33,0,44,19,31,0,1,0,159,30,29,50.8,3,31,4,12.9,1.37,0.18,0.03,0.25,23.5,3,2,3,4.0,1.6,0.05,-1.0,-0.6,827,1046,79.1,16517,4831,331,386,85.8,340,388,87.6,138,219,63.0,0,1.3,1.2,-1.3,20,93,16,8,105,978,63,44,6,27,0,15,9,2,2,5,17,47,2.07,34,9,1,8,2,0,2,0.09,2,0,0,0,0,0,43,24,18,1,19,24,35.2,35,23,15,62,37,0,1286,64,309,768,224,22,1283,12,50.0,10,41.7,715,3713,1587,30,27,3,34,31,775,20
16,Omar Alderete,py PAR,DF,Getafe,25,1996,22.7,Matches,9,0,0,35,10,0,7,26,20,0,0,0,141,61,31,66.3,1,17,8,47.1,0.75,0.35,0.06,0.13,17.6,0,0,0,0.6,0.6,0.04,+0.4,+0.4,509,877,58.0,11252,5744,153,218,70.2,260,351,74.1,94,268,35.1,1,0.8,1.0,+0.2,5,69,12,0,96,826,37,30,1,25,7,0,0,0,0,14,13,24,1.06,22,0,0,16,0,0,3,0.13,3,0,0,0,0,0,35,21,14,0,28,22,70.0,12,23,7,61,85,0,1114,118,458,591,81,25,1114,17,77.3,5,22.7,529,2843,1937,28,15,2,15,8,533,8
17,Iván Alejo,es ESP,"MF,FW",Cádiz,27,1995,14.6,Matches,13,1,1,38,44,2,108,5,21,0,1,0,76,25,17,59.5,0,23,6,26.1,1.58,0.41,0.00,0.00,21.3,0,0,0,1.2,1.2,0.05,-1.2,-1.2,219,392,55.9,3409,1108,128,173,74.0,55,111,49.5,24,61,39.3,1,2.4,1.6,-1.4,21,10,24,20,16,365,25,5,1,0,13,7,2,4,0,2,26,40,2.75,27,3,3,3,2,0,0,0.00,0,0,0,0,0,0,32,19,9,4,17,47,45.9,20,18,15,37,12,1,590,23,131,185,283,22,590,12,25.5,25,53.2,356,2612,1275,52,32,2,38,23,378,103
18,Carles Aleñá,es ESP,"MF,FW",Getafe,24,1998,23.5,Matches,12,1,1,60,50,3,43,4,10,0,1,0,120,15,38,28.3,2,33,10,30.3,1.40,0.42,0.06,0.20,22.3,0,0,0,2.3,2.3,0.07,-0.3,-0.3,607,809,75.0,10256,2596,291,346,84.1,211,270,78.1,69,120,57.5,2,1.6,1.8,+0.4,15,71,20,6,87,782,21,8,3,10,2,9,5,4,0,6,18,44,1.87,30,2,1,1,9,0,4,0.17,4,0,0,0,0,0,18,7,5,6,5,43,14.7,29,19,18,22,18,0,1024,17,149,579,312,28,1024,24,55.8,13,30.2,608,2796,1235,24,23,2,47,24,728,78
19,Alejandro Alfaro,es ESP,MF,Elche,20,2002,0.2,Matches,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,1,1,100.0,3,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,2,0,0,1,1,0,2,0,0.0,1,100.0,1,6,0,0,1,0,0,0,2,0
20,Ángel Algobia,es ESP,MF,Getafe,23,1999,12.6,Matches,3,0,0,31,10,0,11,3,13,0,0,0,68,7,21,25.0,0,7,1,14.3,0.55,0.08,0.00,0.00,24.9,0,0,0,0.3,0.3,0.04,-0.3,-0.3,420,521,80.6,7479,1575,179,211,84.8,173,197,87.8,52,82,63.4,0,0.6,0.3,-0.6,5,35,4,4,42,502,17,15,0,5,0,1,1,0,0,2,8,16,1.27,13,0,1,5,0,0,1,0.08,1,0,0,0,0,0,27,14,13,0,22,6,45.8,26,15,10,30,11,0,626,14,147,390,92,9,626,4,66.7,2,33.3,330,1542,716,10,4,3,12,7,387,11
21,Mohamed Ali Cho,fr FRA,"FW,MF",Real Sociedad,18,2004,6.5,Matches,1,0,0,11,12,3,30,2,10,1,0,0,34,5,15,25.0,1,23,12,52.2,3.53,1.84,0.04,0.08,18.3,0,0,0,1.8,1.8,0.08,-0.8,-0.8,108,165,65.5,1506,407,72,82,87.8,27,53,50.9,5,17,29.4,2,1.7,1.6,+0.3,7,6,10,7,8,158,6,0,0,0,0,2,1,1,0,1,6,19,2.90,12,1,2,0,1,1,2,0.31,2,0,0,0,0,0,13,6,5,2,4,39,40.0,6,9,9,15,2,0,281,4,33,106,151,29,281,16,41.0,18,46.2,192,1299,704,30,6,14,29,9,204,63
22,Domingos André Ribeiro Almeida,pt POR,MF,Valencia,22,2000,28.2,Matches,3,0,0,31,40,1,127,20,42,0,0,0,161,14,29,32.6,2,23,8,34.8,0.82,0.28,0.09,0.25,22.7,3,0,0,1.4,1.4,0.06,+0.6,+0.6,1110,1402,79.2,18396,6030,561,624,89.9,396,485,81.6,110,213,51.6,4,3.4,4.0,+0.6,43,143,43,13,197,1226,164,72,7,12,13,63,22,17,0,12,18,91,3.22,67,17,1,0,2,3,5,0.18,3,2,0,0,0,0,66,23,32,11,26,90,45.6,31,26,26,86,16,1,1686,33,244,820,652,24,1686,46,51.1,31,34.4,1049,6244,3196,74,71,3,42,49,1114,71
23,Marcos Alonso,es ESP,DF,Barcelona,31,1990,13.0,Matches,3,0,0,10,8,0,23,11,10,0,1,0,85,26,10,72.2,1,6,2,33.3,0.46,0.15,0.17,0.50,12.0,0,0,0,0.9,0.9,0.15,+0.1,+0.1,896,1005,89.2,16393,5539,360,386,93.3,442,475,93.1,81,117,69.2,0,0.3,0.9,-0.3,6,70,9,4,71,956,47,16,1,11,16,12,6,4,0,2,8,14,1.08,13,0,0,10,0,0,1,0.08,1,0,0,0,0,0,15,10,5,0,9,2,75.0,3,14,4,26,32,0,1114,98,402,624,94,11,1114,2,100.0,0,0.0,727,4516,2674,26,11,0,8,1,816,13
24,Carlos Álvarez,es ESP,MF,Sevilla,18,2003,0.1,Matches,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,4,4,100.0,47,0,2,2,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,1,0,0,0,,0,0,0,1,0,0,6,0,0,3,3,0,6,0,,0,,2,18,1,0,0,0,1,0,5,1
25,Gastón Álvarez,uy URU,DF,Getafe,22,2000,16.7,Matches,7,1,0,27,12,0,23,15,30,0,1,0,53,31,31,50.0,2,5,2,40.0,0.30,0.12,0.40,1.00,16.9,0,0,0,0.5,0.5,0.11,+1.5,+1.5,350,579,60.4,5840,3078,176,209,84.2,136,228,59.6,30,103,29.1,0,0.2,0.4,-0.2,4,27,4,3,38,431,147,6,0,2,141,0,0,0,0,1,16,16,0.96,9,5,0,5,0,1,1,0.06,1,0,0,0,0,0,38,24,9,5,23,19,54.8,19,15,10,53,35,0,732,42,218,376,144,8,732,8,42.1,9,47.4,254,933,437,11,8,0,13,3,318,27
26,Yeray Álvarez,es ESP,DF,Athletic Club,27,1995,25.9,Matches,7,1,0,22,22,1,9,48,23,0,2,0,194,55,39,58.5,1,8,1,12.5,0.31,0.04,0.13,1.00,16.0,0,0,0,0.8,0.8,0.10,+0.2,+0.2,1123,1392,80.7,23716,9040,357,404,88.4,596,671,88.8,163,287,56.8,1,1.1,0.8,-0.1,14,137,11,4,152,1308,80,72,5,35,2,0,0,0,0,4,12,28,1.08,24,1,0,13,1,1,2,0.08,2,0,0,0,0,0,34,26,7,1,24,11,77.4,7,23,10,82,101,0,1651,161,698,896,74,16,1651,6,54.5,1,9.1,898,6084,4073,32,17,1,8,1,915,8
27,Selim Amallah,ma MAR,"MF,FW",Valladolid,25,1996,3.0,Matches,2,1,0,10,8,1,2,5,9,0,0,0,10,7,8,46.7,2,5,2,40.0,1.69,0.67,0.40,1.00,19.2,1,0,0,0.9,0.9,0.17,+1.1,+1.1,63,83,75.9,1030,268,30,38,78.9,23,30,76.7,6,8,75.0,1,0.3,0.2,+0.7,3,7,2,0,10,80,3,0,0,1,2,0,0,0,0,0,1,11,3.69,5,0,4,0,0,2,2,0.67,1,0,1,0,0,0,15,7,8,0,5,25,62.5,3,2,2,20,2,0,138,2,21,77,44,11,138,11,44.0,12,48.0,80,507,254,11,7,3,6,10,84,9
28,Amath,sn SEN,"MF,FW",Mallorca,26,1996,13.6,Matches,2,1,0,35,24,7,16,5,19,1,0,0,62,8,19,29.6,2,23,7,30.4,1.69,0.51,0.09,0.29,14.0,0,0,0,2.7,2.7,0.12,-0.7,-0.7,215,299,71.9,2692,708,147,174,84.5,41,64,64.1,9,19,47.4,0,0.8,0.6,-0.8,2,13,5,3,16,278,20,1,1,1,8,0,0,0,0,1,16,24,1.76,11,0,5,1,3,1,3,0.22,1,0,1,0,1,0,29,14,8,7,14,34,63.6,8,13,12,34,5,0,464,12,70,171,229,40,464,14,41.2,15,44.1,261,1666,840,33,23,12,41,22,283,69
29,Jordan Amavi,fr FRA,DF,Getafe,28,1994,2.2,Matches,2,1,1,3,2,1,6,4,2,0,0,0,15,8,3,72.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,51,96,53.1,779,372,28,39,71.8,18,36,50.0,3,11,27.3,0,0.0,0.0,0.0,0,2,0,0,5,69,27,1,0,0,26,0,0,0,0,0,5,2,0.90,2,0,0,0,0,0,1,0.45,1,0,0,0,0,0,3,3,0,0,1,1,33.3,2,3,3,7,7,0,119,8,33,65,23,1,119,0,0.0,1,100.0,42,255,121,4,5,1,2,0,44,5
30,Marcos André,br BRA,"FW,MF",Valencia,25,1996,5.0,Matches,2,1,0,9,12,1,1,0,1,0,0,0,9,10,15,40.0,1,17,2,11.8,3.42,0.40,0.06,0.50,14.6,0,0,0,1.5,1.3,0.08,-0.5,-0.3,43,64,67.2,631,160,21,32,65.6,18,23,78.3,1,4,25.0,0,0.4,0.2,-0.4,4,4,1,0,7,58,6,0,1,1,0,0,0,0,0,0,1,12,2.42,8,0,3,1,0,0,0,0.00,0,0,0,0,0,0,4,1,1,2,1,17,50.0,1,4,3,4,0,0,125,1,8,50,69,23,125,9,52.9,4,23.5,78,353,124,2,3,0,21,5,94,20
31,Fabrizio Angileri,ar ARG,DF,Getafe,28,1994,6.5,Matches,2,1,0,7,1,0,12,7,9,0,1,0,19,17,10,63.0,0,3,0,0.0,0.46,0.00,0.00,,23.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,153,260,58.8,2800,936,67,87,77.0,65,109,59.6,17,42,40.5,0,0.0,0.1,0.0,0,13,1,0,16,190,70,3,0,2,67,0,0,0,0,0,13,5,0.77,3,0,1,3,0,1,2,0.31,1,0,0,0,0,1,12,8,3,1,10,11,58.8,7,8,5,19,10,0,324,17,88,157,80,3,324,4,36.4,6,54.5,123,554,220,4,7,0,4,4,145,14
32,Josep Antoni Gayá,es ESP,"DF,MF",Mallorca,22,2000,1.1,Matches,0,0,0,0,0,0,0,1,0,0,0,0,5,1,1,50.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,6,7,85.7,96,34,3,3,100.0,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,2,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,4,2,1,6,0,19,10,15,3,1,0,19,0,,0,,6,32,2,0,0,0,1,1,4,0
33,José Antonio,es ESP,"MF,DF",Cádiz,18,2004,0.5,Matches,0,0,0,0,4,0,1,0,1,0,0,0,2,0,0,,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,8,10,80.0,98,50,6,6,100.0,2,2,100.0,0,1,0.0,1,0.0,0.0,+1.0,1,2,1,0,3,9,1,1,0,0,0,0,0,0,0,0,1,1,1.91,1,0,0,0,0,0,1,1.91,1,0,0,0,0,0,2,0,0,2,0,4,,0,0,0,2,0,0,15,0,2,4,9,0,15,1,25.0,1,25.0,13,45,36,2,2,0,2,1,11,2
34,Anuar,ma MAR,"MF,FW",Valladolid,27,1995,2.3,Matches,1,0,0,3,6,1,1,3,4,0,0,0,10,2,5,28.6,1,3,1,33.3,1.29,0.43,0.33,1.00,13.0,0,0,0,0.4,0.4,0.12,+0.6,+0.6,30,40,75.0,363,114,18,23,78.3,9,10,90.0,0,0,,0,0.5,0.0,-0.5,4,3,0,0,3,39,1,0,0,0,1,0,0,0,0,0,4,4,1.71,2,0,1,2,0,1,1,0.43,0,0,1,0,0,0,4,0,1,3,0,4,,0,5,3,7,3,0,70,8,20,30,20,8,70,2,50.0,0,0.0,37,261,127,6,2,3,7,4,41,4
35,Mauro Arambarri,uy URU,MF,Getafe,26,1995,11.0,Matches,5,1,1,21,11,0,42,14,6,0,0,1,63,15,12,55.6,0,8,0,0.0,0.73,0.00,0.00,,28.6,1,0,0,0.2,0.2,0.03,-0.2,-0.2,326,421,77.4,6549,2050,112,128,87.5,150,177,84.7,58,99,58.6,1,1.5,1.6,-0.5,15,32,4,2,33,355,66,44,0,6,0,22,14,7,1,0,7,25,2.27,8,14,1,5,0,1,3,0.27,2,1,0,0,0,0,14,9,4,1,3,4,17.6,14,17,12,28,19,0,514,30,118,304,102,3,514,4,100.0,0,0.0,234,1162,503,8,10,0,13,4,248,7
36,Ronald Araújo,uy URU,DF,Barcelona,23,1999,20.0,Matches,5,1,0,16,17,1,5,12,18,0,0,1,94,46,27,63.0,0,18,1,5.6,0.90,0.05,0.00,0.00,13.1,0,0,0,2.1,2.1,0.12,-2.1,-2.1,1139,1287,88.5,21762,7324,406,433,93.8,609,652,93.4,110,174,63.2,2,0.8,0.7,+1.2,6,95,3,1,79,1207,75,41,2,19,25,0,0,0,0,5,6,18,0.90,15,0,0,7,0,0,6,0.30,5,0,0,1,0,0,26,12,13,1,6,14,66.7,3,15,8,38,41,1,1437,109,487,882,77,29,1437,10,71.4,3,21.4,957,5938,3727,29,13,1,9,6,1022,11
37,Adu Ares,es ESP,"FW,MF",Athletic Club,20,2001,0.9,Matches,0,0,0,2,8,0,8,2,2,0,0,0,7,3,0,100.0,0,3,0,0.0,3.21,0.00,0.00,,21.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1,42,51,82.4,744,137,23,27,85.2,10,12,83.3,7,8,87.5,0,0.2,0.2,-0.2,3,4,3,3,4,49,2,0,0,1,1,1,0,0,0,0,1,12,13.01,7,0,2,0,2,0,0,0.00,0,0,0,0,0,0,4,2,1,1,4,9,100.0,0,1,1,6,1,0,69,2,5,18,46,3,69,5,55.6,2,22.2,51,410,246,8,4,1,1,3,49,19
38,Sergio Arribas,es ESP,"MF,FW",Real Madrid,20,2001,0.2,Matches,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,,0,1,0,0.0,4.74,0.00,0.00,,16.3,0,0,0,0.2,0.2,0.16,-0.2,-0.2,9,11,81.8,131,35,6,6,100.0,3,5,60.0,0,0,,0,0.0,0.0,0.0,1,1,1,0,2,9,2,0,0,0,0,2,1,0,0,0,0,3,14.21,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,13,1,1,6,6,1,13,0,,0,,4,26,17,0,0,0,0,0,8,0
39,Roberto Arroyo,es ESP,MF,Valladolid,18,2003,0.2,Matches,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,0,5,0.0,0,0,0,0,,0,0,,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,1,0,1,1,100.0,0,0,0,1,0,0,7,0,1,3,3,1,7,1,100.0,0,0.0,8,38,25,1,0,1,1,2,8,4
40,Ricard Artero,es ESP,"MF,FW",Girona,19,2003,1.5,Matches,0,0,0,2,1,0,0,1,3,0,0,0,8,2,2,50.0,0,4,1,25.0,2.71,0.68,0.00,0.00,11.8,0,0,0,0.5,0.5,0.13,-0.5,-0.5,37,47,78.7,431,85,28,32,87.5,5,6,83.3,1,2,50.0,0,0.0,0.1,0.0,0,2,0,0,3,47,0,0,0,0,0,0,0,0,0,0,3,1,0.68,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,3,2,1,0,1,4,100.0,0,2,2,4,3,0,68,2,14,36,20,6,68,3,75.0,0,0.0,45,217,106,4,4,0,4,3,54,9
41,Santiago Arzamendia,py PAR,"DF,MF",Cádiz,24,1998,5.4,Matches,0,0,0,4,2,1,14,2,8,0,0,0,46,6,6,50.0,0,4,2,50.0,0.75,0.37,0.00,0.00,20.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2,150,226,66.4,2442,1025,80,94,85.1,54,73,74.0,11,36,30.6,0,0.5,0.2,-0.5,6,14,3,0,17,188,35,7,0,3,26,2,1,1,0,3,16,11,2.05,8,2,1,1,0,0,0,0.00,0,0,0,0,0,0,9,7,1,1,6,6,28.6,15,11,10,11,15,1,290,23,90,135,70,5,290,2,33.3,4,66.7,140,668,349,8,9,2,8,4,142,22
