player_rank,player_name,nationality,position,club,age,birth_year,minutes_played_90s,Matches,yellow_cards,red_cards,second_yellow_cards,fouls_committed,fouls_drawn,offsides,crosses,interceptions_misc,tackles_won_misc,penalties_won,penalties_conceded,own_goals,ball_recoveries,aerial_duels_won,aerial_duels_lost,aerial_duel_win_pct,goals,shots_total,shots_on_target,shots_on_target_pct,shots_per_90,shots_on_target_per_90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,free_kick_shots,penalty_goals,penalty_attempts,expected_goals,non_penalty_expected_goals,non_penalty_xg_per_shot,goals_minus_xg,non_penalty_goals_minus_xg,passes_completed_total,passes_attempted_total,pass_completion_pct_total,total_passing_distance,progressive_passing_distance,passes_completed_short,passes_attempted_short,pass_completion_pct_short,passes_completed_medium,passes_attempted_medium,pass_completion_pct_medium,passes_completed_long,passes_attempted_long,pass_completion_pct_long,assists,expected_assists_goals,expected_assists,assists_minus_xag,key_passes,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,live_ball_passes,dead_ball_passes,free_kick_passes,through_balls,switches_of_play,throw_ins,corner_kicks,corners_in_swinging,corners_out_swinging,straight_corners,offsides_passes,blocked_passes,shot_creating_actions,shot_creating_actions_per_90,sca_live_passes,sca_dead_passes,sca_take_ons,sca_shots,sca_fouls_drawn,sca_defensive_actions,goal_creating_actions,goal_creating_actions_per_90,gca_live_passes,gca_dead_passes,gca_take_ons,gca_shots,gca_fouls_drawn,gca_defensive_actions,tackles_total,tackles_defensive_third,tackles_middle_third,tackles_attacking_third,tackles_attempted,tackles_attempted_total,tackle_success_pct,challenges_lost,blocks_defensive,passes_blocked,tackles_plus_interceptions,clearances,errors_leading_to_shot,touches,touches_defensive_penalty_area,touches_defensive_third,touches_middle_third,touches_attacking_third,touches_attacking_penalty_area,live_ball_touches,successful_take_ons,take_on_success_pct,times_tackled_while_dribbling,tackled_while_dribbling_pct,carries,total_carry_distance,progressive_carry_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,times_dispossessed,ball_receipts,progressive_receives
132,Ben Davies,wls WAL,DF,Tottenham,30,1993,12.1,Matches,2,0,0,8,19,0,10,10,17,1,0,0,53,29,21,58,1,12,2,16.7,0.99,0.17,0.08,0.5,11.8,0,0,0,2.3,2.3,0.19,-1.3,-1.3,766,850,90.1,13839,5258,303,324,93.5,388,413,93.9,60,81,74.1,0,0.4,0.6,-0.4,4,80,4,0,71,788,61,34,3,3,27,0,0,0,0,1,10,15,1.24,14,0,0,15,1,0,2,0.17,1,0,0,0,1,0,24,13,8,3,16,10,76.2,5,17,2,34,35,0,972,97,406,473,96,23,972,4,40,6,60,593,3265,2044,13,13,1,2,3,685,20
133,Tom Davies,eng ENG,MF,Sheffield Utd,25,1998,2.5,Matches,2,0,0,7,2,0,4,3,5,0,1,0,21,3,3,50,0,4,1,25,1.63,0.41,0,0,15.4,0,0,0,0.4,0.4,0.09,-0.4,-0.4,68,99,68.7,901,310,41,50,82,20,27,74.1,2,7,28.6,0,0.1,0.2,-0.1,1,6,1,0,8,92,5,2,1,0,1,0,0,0,0,2,5,6,2.44,4,0,0,1,0,1,1,0.41,0,0,0,0,0,1,10,4,3,3,3,8,33.3,6,2,1,13,6,1,142,9,44,65,34,5,142,2,25,5,62.5,67,381,167,3,2,1,3,4,76,3
134,Craig Dawson,eng ENG,DF,Wolves,33,1990,24.5,Matches,7,0,0,20,15,4,1,16,20,0,0,0,100,63,32,66.3,1,16,5,31.3,0.65,0.2,0.06,0.2,11.2,0,0,0,1.5,1.5,0.09,-0.5,-0.5,1104,1277,86.5,23417,8062,296,333,88.9,640,679,94.3,158,237,66.7,1,1.4,0.6,-0.4,9,52,2,0,49,1236,38,29,2,22,1,0,0,0,0,3,9,12,0.49,8,0,0,39,0,1,1,0.04,0,0,0,1,0,0,30,23,6,1,22,3,64.7,12,51,12,46,120,1,1529,292,889,592,54,34,1529,3,100,0,0,896,4227,1932,1,7,0,5,2,997,4
135,Kevin De Bruyne,be BEL,MF,Manchester City,32,1991,13.6,Matches,2,0,0,11,13,1,136,4,9,0,0,0,54,6,5,54.5,4,44,17,38.6,3.24,1.25,0.09,0.24,21.4,6,0,0,2.4,2.4,0.05,1.6,1.6,732,971,75.4,11555,3364,426,481,88.6,223,293,76.1,66,134,49.3,10,11.5,7.1,-1.5,59,67,56,12,111,840,124,23,11,6,24,69,29,16,5,7,27,100,7.36,73,17,2,0,3,0,16,1.18,12,3,0,0,1,0,14,1,5,8,7,33,35,13,5,5,18,4,0,1103,2,35,354,724,86,1103,10,30.3,21,63.6,633,2916,1647,47,40,12,13,20,833,133
136,Bobby De Cordova-Reid,jm JAM,FW,Fulham,30,1993,15.8,Matches,4,0,0,16,25,4,35,5,14,0,0,0,60,13,24,35.1,6,33,8,24.2,2.09,0.51,0.18,0.75,15.7,0,0,0,4.6,4.6,0.14,1.4,1.4,364,487,74.7,5129,1431,211,240,87.9,112,157,71.3,17,37,45.9,2,1.8,1.2,0.2,17,25,17,5,47,474,12,2,2,1,9,1,0,0,0,1,16,35,2.17,29,0,1,2,0,2,4,0.25,3,0,0,0,0,1,22,5,15,2,4,25,25,12,24,22,27,14,0,671,23,98,301,277,55,671,8,32,12,48,389,1875,900,35,18,11,33,10,475,95
137,Hannes Delcroix,ht HAI,DF,Burnley,24,1999,6.5,Matches,2,0,0,6,0,0,5,9,6,0,0,0,29,8,9,47.1,0,4,2,50,0.61,0.31,0,0,11.2,0,0,0,0.4,0.4,0.09,-0.4,-0.4,300,350,85.7,4932,1666,145,155,93.5,135,154,87.7,16,31,51.6,0,0.2,0.1,-0.2,4,24,3,2,18,320,29,3,0,0,26,0,0,0,0,1,2,7,1.07,7,0,0,3,0,0,0,0,0,0,0,0,0,0,10,6,4,0,3,6,75,1,9,6,19,26,0,419,42,175,204,40,4,419,3,50,2,33.3,241,847,451,2,2,0,5,3,268,6
138,Leander Dendoncker,be BEL,MF,Aston Villa,28,1995,1.3,Matches,0,0,0,1,1,0,0,2,4,0,0,0,4,4,5,44.4,1,2,1,50,1.51,0.76,0.5,1,12.5,0,0,0,0.7,0.7,0.37,0.3,0.3,45,56,80.4,744,139,24,28,85.7,19,22,86.4,2,4,50,0,0,0,0,0,1,0,0,3,56,0,0,0,1,0,0,0,0,0,0,0,2,1.51,1,0,0,2,1,0,1,0.76,0,0,0,0,1,0,6,3,2,1,4,0,80,1,5,3,8,3,1,80,4,31,39,12,2,80,0,,0,,36,124,27,0,1,0,2,1,39,2
139,Moussa Diaby,fr FRA,"FW,MF",Aston Villa,24,1999,24.2,Matches,1,0,0,16,15,6,45,9,5,0,0,0,62,2,15,11.8,6,54,22,40.7,2.24,0.91,0.11,0.27,15.9,0,0,0,7,7,0.13,-1,-1,485,619,78.4,6960,1348,280,329,85.1,170,215,79.1,17,32,53.1,8,6.6,4.5,1.4,47,29,40,9,72,567,51,3,6,2,4,1,0,0,0,1,15,80,3.31,64,1,6,1,2,0,10,0.41,9,0,1,0,0,0,12,5,4,3,4,70,18.2,18,8,7,21,6,0,824,12,69,298,470,136,824,29,41.4,37,52.9,568,3926,2013,94,43,39,33,30,620,183
140,Amad Diallo,ci CIV,"FW,MF",Manchester Utd,21,2002,4.3,Matches,1,0,0,5,4,0,1,1,3,0,0,0,14,4,6,40,1,10,4,40,2.31,0.92,0.1,0.25,19.3,0,0,0,0.5,0.5,0.05,0.5,0.5,149,170,87.6,1931,279,105,115,91.3,32,37,86.5,4,5,80,1,1.1,0.5,-0.1,10,6,3,0,10,166,4,1,0,1,2,1,1,0,0,0,3,20,4.62,16,0,3,1,0,0,0,0,0,0,0,0,0,0,10,1,6,3,3,23,42.9,4,3,2,11,6,0,231,8,28,94,110,24,231,11,47.8,10,43.5,146,1035,355,11,12,4,7,14,163,31
141,Amadou Diallo,eng ENG,MF,Newcastle Utd,20,2003,0,Matches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,1,1,100,10,0,1,1,100,0,0,,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,1,0,0,1,0,,0,,0,0,0,0,0,0,0,0,1,0
142,Rúben Dias,pt POR,DF,Manchester City,26,1997,28.4,Matches,0,0,0,23,15,0,13,30,20,0,1,1,108,47,42,52.8,0,20,8,40,0.7,0.28,0,0,15.2,0,0,0,1.4,1.4,0.07,-1.4,-1.4,2469,2635,93.7,42764,13568,1039,1076,96.6,1256,1306,96.2,146,204,71.6,0,0.3,1.9,-0.3,7,220,12,3,173,2567,65,46,2,7,11,0,0,0,0,3,8,35,1.23,28,0,0,17,0,2,4,0.14,2,0,0,1,0,1,39,14,21,4,19,1,73.1,7,32,15,69,77,0,2877,231,1002,1600,282,34,2877,0,0,1,100,1996,10862,6693,34,70,1,10,7,2301,16
143,Luis Díaz,co COL,FW,Liverpool,26,1997,29.2,Matches,3,0,0,54,42,20,26,3,25,1,0,0,127,26,48,35.1,8,94,32,34,3.22,1.1,0.09,0.25,15,0,0,0,11.9,11.9,0.13,-3.9,-3.9,898,1075,83.5,13772,2931,527,584,90.2,274,320,85.6,68,91,74.7,5,5.7,4.7,-0.7,64,62,45,3,113,1040,29,4,4,11,24,0,0,0,0,6,29,163,5.58,121,1,17,0,8,1,9,0.31,9,0,0,0,0,0,35,5,17,13,7,140,23.3,23,15,15,38,8,0,1453,10,94,529,858,219,1453,67,47.9,57,40.7,1017,7500,3690,137,77,70,69,72,1128,302
144,Eric Dier,eng ENG,DF,Tottenham,29,1994,2.2,Matches,0,0,0,0,1,2,0,2,1,0,0,0,7,3,5,37.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,125,141,88.7,2070,1037,52,57,91.2,69,72,95.8,3,10,30,0,0,0,0,0,3,0,0,3,132,9,6,0,0,0,0,0,0,0,0,0,2,0.9,2,0,0,3,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,100,0,3,0,4,12,0,164,38,106,57,2,2,164,0,,0,,97,291,119,0,0,0,1,0,112,0
145,Lucas Digne,fr FRA,DF,Aston Villa,30,1993,26.8,Matches,7,0,0,29,30,3,154,26,19,0,0,0,101,42,24,63.6,1,20,4,20,0.75,0.15,0.05,0.25,20,6,0,0,1.1,1.1,0.05,-0.1,-0.1,1015,1351,75.1,16244,5595,524,594,88.2,406,529,76.7,66,148,44.6,3,4.1,3.6,-1.1,37,49,34,15,77,1095,253,36,0,4,181,36,25,5,0,3,42,74,2.76,48,19,0,2,3,1,4,0.15,4,0,0,0,0,0,47,35,9,3,25,33,56.8,19,20,18,73,67,0,1590,71,468,541,593,56,1590,10,30.3,16,48.5,840,3630,1786,42,19,4,16,15,925,200
146,Issa Diop,fr FRA,DF,Fulham,26,1997,15.8,Matches,4,1,1,17,4,0,0,17,16,0,3,0,65,25,17,59.5,0,5,1,20,0.32,0.06,0,0,14.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3,950,1080,88,17646,6371,333,358,93,555,594,93.4,53,98,54.1,0,0,0.4,0,0,60,3,0,66,1041,37,22,1,5,2,0,0,0,0,2,13,4,0.25,4,0,0,19,0,0,0,0,0,0,0,0,0,0,30,23,5,2,15,1,75,5,28,9,47,80,1,1258,168,669,568,24,7,1258,1,100,0,0,794,4396,2661,11,8,0,3,5,884,1
147,Axel Disasi,fr FRA,DF,Chelsea,25,1998,28.7,Matches,6,0,0,17,17,4,10,18,19,0,0,1,150,72,31,69.9,2,16,4,25,0.56,0.14,0.13,0.5,10.3,0,0,0,2.4,2.4,0.15,-0.4,-0.4,2031,2256,90,34081,11464,877,913,96.1,1050,1124,93.4,86,168,51.2,0,0.3,1,-0.3,3,115,8,1,112,2153,98,49,3,11,43,0,0,0,0,5,19,13,0.45,13,0,0,19,0,0,0,0,0,0,0,0,0,0,33,20,10,3,23,22,76.7,7,26,7,51,102,2,2496,291,1193,1140,175,24,2496,12,54.5,5,22.7,1613,7182,4223,30,20,3,16,12,1892,21
148,Lewis Dobbin,eng ENG,MF,Everton,20,2003,2.6,Matches,1,0,0,3,6,0,7,1,7,0,0,0,20,2,1,66.7,1,5,2,40,1.94,0.78,0.2,0.5,15.6,0,0,0,0.3,0.3,0.06,0.7,0.7,44,65,67.7,537,95,32,36,88.9,9,17,52.9,2,5,40,0,0.5,0.1,-0.5,4,0,3,1,3,60,3,1,0,0,2,0,0,0,0,2,3,6,2.33,3,0,0,1,1,0,0,0,0,0,0,0,0,0,9,3,5,1,5,21,55.6,4,5,4,10,0,0,127,0,24,42,65,11,127,6,28.6,15,71.4,89,622,211,6,11,4,12,6,80,20
149,Matt Doherty,ie IRL,"DF,MF",Wolves,31,1992,12.8,Matches,2,0,0,13,11,5,13,7,18,0,0,0,65,38,33,53.5,1,9,3,33.3,0.7,0.23,0.11,0.33,10.8,0,0,0,0.8,0.8,0.09,0.2,0.2,515,653,78.9,7798,2105,296,348,85.1,174,212,82.1,31,55,56.4,0,1.3,0.9,-1.3,12,22,7,1,31,566,87,11,0,5,76,0,0,0,0,0,18,19,1.48,18,1,0,5,0,0,0,0,0,0,0,0,0,0,31,17,10,4,12,14,52.2,11,15,10,38,47,0,811,60,274,336,205,31,811,6,42.9,7,50,325,1293,597,12,8,3,17,6,481,64
150,Jeremy Doku,be BEL,"FW,MF",Manchester City,21,2002,17.7,Matches,3,0,0,15,33,5,61,9,22,2,0,0,75,2,3,40,3,55,19,34.5,3.1,1.07,0.05,0.16,16.4,0,0,0,2.5,2.5,0.05,0.5,0.5,693,852,81.3,9699,1538,452,507,89.2,198,254,78,26,33,78.8,8,4.6,5.9,3.4,45,14,40,7,57,844,8,0,2,2,5,3,0,0,0,0,34,111,6.26,82,1,17,0,5,0,15,0.85,10,0,2,1,2,0,39,13,12,14,9,169,45,11,14,14,48,5,0,1161,5,76,275,825,226,1161,87,51.5,64,37.9,879,7535,4884,218,61,147,52,37,937,295
151,Nicolás Domínguez,ar ARG,"MF,FW",Nott'ham Forest,25,1998,16.6,Matches,4,0,0,26,16,2,6,18,34,0,0,0,108,21,19,52.5,2,22,6,27.3,1.32,0.36,0.09,0.33,16.9,0,0,0,1.3,1.3,0.06,0.7,0.7,714,843,84.7,10894,3223,380,424,89.6,254,298,85.2,45,61,73.8,2,1,1.3,1,10,61,16,1,91,817,22,10,2,5,4,1,0,1,0,4,13,35,2.11,33,0,0,5,0,0,2,0.12,2,0,0,0,0,0,63,35,27,1,23,17,47.9,25,31,26,81,24,0,1049,39,266,542,248,33,1049,7,41.2,8,47.1,492,2030,1106,14,13,2,21,7,628,43
152,Jamie Donley,nir NIR,FW,Tottenham,18,2005,0,Matches,1,0,0,1,1,0,0,0,0,0,0,0,2,1,1,50,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,1,1,100,14,0,1,1,100,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,3,0,7,2,4,2,1,0,7,0,0,1,100,2,9,8,0,0,0,0,1,1,0
153,Abdoulaye Doucouré,ml MLI,"FW,MF",Everton,30,1993,29.2,Matches,7,0,0,53,8,21,26,15,27,0,1,0,144,24,40,37.5,7,47,21,44.7,1.61,0.72,0.15,0.33,12.2,0,0,0,8.8,8.8,0.2,-1.8,-1.8,683,893,76.5,9807,2329,381,453,84.1,239,288,83,28,59,47.5,1,2.9,1.5,-1.9,34,43,18,1,97,876,16,0,1,1,0,0,0,0,0,1,29,67,2.29,59,0,0,3,1,1,5,0.17,3,0,0,2,0,0,43,20,14,9,18,48,39.1,28,23,20,58,19,0,1190,36,188,523,495,100,1190,25,52.1,21,43.8,635,3292,1692,55,37,17,61,42,800,140
154,Cheick Doucouré,ml MLI,MF,Crystal Palace,23,2000,10.2,Matches,2,0,0,10,1,0,1,20,17,0,0,0,74,5,9,35.7,0,6,2,33.3,0.59,0.2,0,0,21.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3,367,422,87,5725,1849,200,222,90.1,146,165,88.5,18,24,75,0,0.7,0.8,-0.7,10,39,5,0,49,418,4,4,5,0,0,0,0,0,0,0,7,23,2.25,19,0,1,2,0,1,3,0.29,3,0,0,0,0,0,34,15,13,6,18,13,60,12,13,11,54,12,0,545,25,145,312,97,7,545,10,76.9,3,23.1,276,1153,579,9,9,1,16,8,318,5
155,Alfie Doughty,eng ENG,DF,Luton Town,23,1999,32.5,Matches,5,0,0,31,9,13,340,31,40,0,0,0,185,23,12,65.7,2,26,8,30.8,0.8,0.25,0.08,0.25,16.3,2,0,0,1.3,1.3,0.05,0.7,0.7,1121,1686,66.5,20956,8325,496,571,86.9,431,571,75.5,166,426,39,8,6.3,5.4,1.7,70,71,43,24,106,1190,489,89,0,9,249,151,66,80,5,7,60,115,3.54,57,47,4,9,1,0,16,0.49,8,5,1,2,0,0,63,29,18,16,37,67,45.1,45,51,42,94,43,4,1998,102,541,665,818,76,1998,33,49.3,24,35.8,897,5522,2794,94,52,28,51,13,968,164
156,Tommy Doyle,eng ENG,MF,Wolves,21,2001,13.6,Matches,2,0,0,11,4,0,28,12,13,0,0,0,93,0,4,0,0,14,3,21.4,1.03,0.22,0,0,26.2,2,0,0,0.4,0.4,0.03,-0.4,-0.4,801,955,83.9,15164,4208,309,331,93.4,361,399,90.5,106,178,59.6,0,0.4,0.9,-0.4,8,86,7,2,81,878,69,44,2,15,8,15,8,3,0,8,11,26,1.91,20,6,0,9,0,0,5,0.37,4,1,0,0,0,0,26,11,10,5,14,3,60.9,9,22,13,38,18,0,1061,40,265,620,182,6,1061,1,33.3,1,33.3,637,3091,1408,21,17,2,7,7,766,17
157,Radu Drăgușin,ro ROU,DF,Tottenham,21,2002,4.8,Matches,1,0,0,6,4,1,0,8,3,0,0,0,21,9,6,60,0,1,0,0,0.21,0,0,,10.4,0,0,0,0.1,0.1,0.14,-0.1,-0.1,326,370,88.1,5633,1782,130,148,87.8,185,198,93.4,8,16,50,0,0,0,0,0,10,0,0,8,352,18,8,1,0,1,0,0,0,0,0,3,1,0.21,1,0,0,4,0,0,0,0,0,0,0,0,0,0,5,5,0,0,3,3,100,0,5,1,13,19,0,411,44,217,189,7,2,411,1,33.3,1,33.3,284,1550,738,5,2,1,1,1,312,1
158,Martin Dúbravka,sk SVK,GK,Newcastle Utd,34,1989,22.1,Matches,1,0,0,2,5,0,0,0,0,0,2,0,29,4,0,100,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,519,651,79.7,11869,6941,133,135,98.5,273,278,98.2,109,232,47,0,0.1,0,-0.1,1,1,0,0,0,443,206,37,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,1,709,604,702,7,0,0,709,0,,0,,378,2050,1374,0,0,0,3,0,260,0
159,Paul Dummett,wls WAL,DF,Newcastle Utd,31,1991,0.2,Matches,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,100,0,1,0,0,4.5,0,0,,16.1,0,0,0,0,0,0.02,0,0,21,23,91.3,320,76,10,10,100,11,12,91.7,0,1,0,0,0,0,0,0,2,0,0,1,22,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,100,0,0,0,1,1,0,26,3,7,16,3,1,26,0,,0,,12,54,33,1,0,0,0,0,20,0
160,Lewis Dunk,eng ENG,DF,Brighton,31,1991,31.9,Matches,7,1,0,23,12,1,7,31,14,0,1,0,180,57,32,64,3,33,12,36.4,1.04,0.38,0.09,0.25,13.4,4,0,0,3.1,3.1,0.09,-0.1,-0.1,2977,3233,92.1,50791,19478,1343,1382,97.2,1340,1417,94.6,216,340,63.5,1,0.9,2.2,0.1,13,204,8,1,152,3005,219,115,2,16,5,0,0,0,0,9,5,48,1.51,39,3,0,37,0,0,7,0.22,6,0,0,1,0,0,27,17,9,1,13,8,36.1,23,49,12,58,90,1,3481,554,1811,1542,145,51,3481,5,62.5,2,25,2417,10752,5605,33,18,2,9,2,2681,13
161,Jáder Durán,co COL,"FW,MF",Aston Villa,19,2003,5.3,Matches,5,0,0,12,8,4,6,1,5,1,0,0,15,20,12,62.5,5,20,7,35,3.79,1.33,0.25,0.71,16.8,0,0,0,2,2,0.1,3,3,83,121,68.6,1095,220,51,69,73.9,24,29,82.8,3,5,60,0,0.3,0.2,-0.3,4,6,1,0,9,117,4,1,0,0,1,0,0,0,0,0,10,12,2.27,8,0,1,0,1,1,4,0.76,1,0,1,0,1,1,6,3,1,2,1,5,16.7,5,6,6,7,10,0,189,8,22,90,80,27,189,2,40,3,60,102,508,206,9,5,5,16,14,138,25
162,George Earthy,eng ENG,FW,West Ham,18,2004,0.4,Matches,0,0,0,1,0,0,0,1,0,0,0,0,4,0,0,,1,1,1,100,2.65,2.65,1,1,3.8,0,0,0,0.3,0.3,0.31,0.7,0.7,16,17,94.1,183,43,12,13,92.3,4,4,100,0,0,,0,0,0,0,0,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,2,5.29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,18,0,3,7,8,1,18,0,,0,,13,48,13,0,1,0,0,0,15,3
163,Ederson,br BRA,GK,Manchester City,29,1993,30.9,Matches,5,0,0,2,4,0,0,0,0,0,1,0,53,8,0,100,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,1077,1234,87.3,25898,17578,275,276,99.6,560,570,98.2,239,381,62.7,0,0.1,0.1,-0.1,1,25,1,0,4,1077,157,43,0,9,0,0,0,0,0,0,1,7,0.23,5,2,0,0,0,0,2,0.06,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,10,1,1283,965,1263,20,0,0,1283,1,100,0,0,847,3714,2353,0,0,0,0,0,842,0
164,Odsonne Édouard,fr FRA,"FW,MF",Crystal Palace,25,1998,17.3,Matches,4,0,0,31,22,9,10,6,12,0,0,0,38,30,54,35.7,7,51,19,37.3,2.95,1.1,0.14,0.37,13.7,3,0,0,6.2,6.2,0.12,0.8,0.8,249,350,71.1,3106,704,164,207,79.2,61,80,76.3,7,11,63.6,0,1.2,1.1,-1.2,18,12,15,1,36,338,9,0,4,0,0,1,0,0,0,3,20,45,2.6,29,0,7,1,1,1,2,0.12,2,0,0,0,0,0,24,8,8,8,4,50,21.1,15,17,16,30,19,0,597,18,59,222,326,98,597,19,38,24,48,341,1762,877,33,18,25,55,26,415,100
165,John Egan,ie IRL,DF,Sheffield Utd,30,1992,5.4,Matches,2,0,0,6,1,0,0,13,4,0,1,0,21,14,8,63.6,0,3,1,33.3,0.56,0.19,0,0,10.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2,128,185,69.2,2449,988,38,49,77.6,79,92,85.9,9,38,23.7,0,0,0,0,0,5,1,0,5,181,2,2,0,0,0,0,0,0,0,2,1,1,0.19,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,4,2,0,4,0,36.4,7,10,6,19,39,1,257,58,163,81,13,9,257,0,,0,,106,485,233,0,2,0,2,1,133,1
166,Hjalmar Ekdal,se SWE,DF,Burnley,24,1998,4.9,Matches,2,0,0,8,2,0,0,6,2,0,0,0,26,4,9,30.8,0,2,1,50,0.41,0.21,0,0,16.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,191,217,88,3404,938,66,71,93,109,120,90.8,12,17,70.6,0,0.1,0,-0.1,1,8,0,0,11,213,4,4,0,2,0,0,0,0,0,0,1,2,0.41,2,0,0,5,0,0,0,0,0,0,0,0,0,0,4,2,2,0,2,3,50,2,10,5,10,21,0,268,36,131,124,15,3,268,2,66.7,1,33.3,142,885,523,5,4,0,2,1,150,1
167,Anthony Elanga,se SWE,"FW,MF",Nott'ham Forest,21,2002,27,Matches,1,0,0,9,26,19,58,8,19,0,0,0,96,17,37,31.5,5,54,22,40.7,2,0.81,0.09,0.23,16.2,0,0,0,6.6,6.6,0.12,-1.6,-1.6,498,712,69.9,6655,1569,313,391,80.1,143,211,67.8,15,28,53.6,9,6.7,4,2.3,32,28,24,5,49,695,13,0,4,2,6,0,0,0,0,4,37,70,2.59,53,0,6,2,4,1,13,0.48,12,0,0,0,0,1,33,20,6,7,17,76,45.9,20,22,20,41,20,1,1022,25,181,348,507,122,1022,28,36.8,42,55.3,625,4704,2514,98,54,42,67,22,740,196
168,Harvey Elliott,eng ENG,"MF,FW",Liverpool,20,2003,15,Matches,2,0,0,7,13,1,62,6,17,1,0,0,78,9,13,40.9,3,49,16,32.7,3.26,1.07,0.06,0.19,20.8,2,0,0,2.7,2.7,0.06,0.3,0.3,825,986,83.7,13081,3101,457,496,92.1,278,323,86.1,66,105,62.9,6,3.5,4.6,2.5,37,76,45,11,128,932,44,4,3,8,10,19,9,7,0,10,17,78,5.19,61,9,2,0,1,2,10,0.67,6,1,1,0,1,1,27,8,14,5,10,20,32.3,21,27,27,33,7,0,1141,8,91,546,512,71,1141,9,45,10,50,722,3946,1753,44,50,9,15,9,860,122
169,Mohamed Elneny,eg EGY,MF,Arsenal,31,1992,0.3,Matches,0,0,0,1,0,0,0,1,0,0,0,0,2,1,1,50,0,2,1,50,6.43,3.21,0,0,25.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1,39,40,97.5,624,147,18,19,94.7,21,21,100,0,0,,0,0,0,0,0,2,0,0,1,39,1,1,0,0,0,0,0,0,0,0,0,1,3.21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,45,1,9,30,6,1,45,0,,0,,27,148,62,1,0,0,1,0,37,0
170,Emerson,br BRA,DF,Tottenham,24,1999,12.9,Matches,4,0,0,14,38,0,14,20,24,0,0,0,82,15,21,41.7,1,6,3,50,0.47,0.23,0.17,0.33,22.5,0,0,0,0.2,0.2,0.03,0.8,0.8,937,1038,90.3,13652,3714,529,558,94.8,339,362,93.6,32,45,71.1,0,0.4,0.9,-0.4,3,42,7,2,57,915,122,45,1,2,75,0,0,0,0,1,23,21,1.63,15,2,0,10,2,1,3,0.23,1,2,0,0,0,0,36,23,10,3,21,21,48.8,22,23,13,56,50,1,1220,103,462,517,249,12,1220,10,47.6,6,28.6,686,2759,1292,21,19,2,15,12,814,35
171,Julio Enciso,py PAR,"MF,FW",Brighton,19,2004,5.3,Matches,2,0,0,6,10,1,8,0,2,0,0,0,13,1,2,33.3,0,28,8,28.6,5.31,1.52,0,0,21.2,0,0,0,1.4,1.4,0.05,-1.4,-1.4,132,178,74.2,1842,562,77,89,86.5,41,58,70.7,9,12,75,2,1.7,1.3,0.3,9,12,4,2,21,168,8,2,2,0,1,2,0,0,0,2,5,23,4.34,15,0,5,0,0,0,2,0.38,2,0,0,0,0,0,6,3,2,1,2,29,28.6,5,11,11,6,3,0,257,5,24,106,131,21,257,17,58.6,7,24.1,193,1299,839,28,20,7,15,8,202,29
172,Wataru Endo,jp JPN,MF,Liverpool,30,1993,19.1,Matches,10,0,0,50,25,0,4,20,28,0,0,0,108,31,27,53.4,1,10,3,30,0.52,0.16,0.1,0.33,22,0,0,0,0.5,0.5,0.05,0.5,0.5,1157,1315,88,17822,5048,631,684,92.3,466,516,90.3,45,63,71.4,0,1.7,1.5,-1.7,16,109,18,2,101,1295,16,13,5,1,2,0,0,0,0,4,19,54,2.82,43,0,2,2,2,3,3,0.16,3,0,0,0,0,0,48,11,31,6,20,16,32.8,41,24,22,68,31,3,1514,48,295,1002,224,9,1514,10,62.5,5,31.3,890,3465,1523,10,21,2,27,22,1098,21
