player_rank,player_name,nationality,position,club,age,birth_year,minutes_played_90s,Matches,yellow_cards,red_cards,second_yellow_cards,fouls_committed,fouls_drawn,offsides,crosses,interceptions_misc,tackles_won_misc,penalties_won,penalties_conceded,own_goals,ball_recoveries,aerial_duels_won,aerial_duels_lost,aerial_duel_win_pct,goals,shots_total,shots_on_target,shots_on_target_pct,shots_per_90,shots_on_target_per_90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,free_kick_shots,penalty_goals,penalty_attempts,expected_goals,non_penalty_expected_goals,non_penalty_xg_per_shot,goals_minus_xg,non_penalty_goals_minus_xg,passes_completed_total,passes_attempted_total,pass_completion_pct_total,total_passing_distance,progressive_passing_distance,passes_completed_short,passes_attempted_short,pass_completion_pct_short,passes_completed_medium,passes_attempted_medium,pass_completion_pct_medium,passes_completed_long,passes_attempted_long,pass_completion_pct_long,assists,expected_assists_goals,expected_assists,assists_minus_xag,key_passes,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,live_ball_passes,dead_ball_passes,free_kick_passes,through_balls,switches_of_play,throw_ins,corner_kicks,corners_in_swinging,corners_out_swinging,straight_corners,offsides_passes,blocked_passes,shot_creating_actions,shot_creating_actions_per_90,sca_live_passes,sca_dead_passes,sca_take_ons,sca_shots,sca_fouls_drawn,sca_defensive_actions,goal_creating_actions,goal_creating_actions_per_90,gca_live_passes,gca_dead_passes,gca_take_ons,gca_shots,gca_fouls_drawn,gca_defensive_actions,tackles_total,tackles_defensive_third,tackles_middle_third,tackles_attacking_third,tackles_attempted,tackles_attempted_total,tackle_success_pct,challenges_lost,blocks_defensive,passes_blocked,tackles_plus_interceptions,clearances,errors_leading_to_shot,touches,touches_defensive_penalty_area,touches_defensive_third,touches_middle_third,touches_attacking_third,touches_attacking_penalty_area,live_ball_touches,successful_take_ons,take_on_success_pct,times_tackled_while_dribbling,tackled_while_dribbling_pct,carries,total_carry_distance,progressive_carry_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,times_dispossessed,ball_receipts,progressive_receives
115,Danilo Cataldi,it ITA,MF,Lazio,28,1994,15.1,Matches,8,0,0,17,8,0,31,17,12,0,0,0,105,6,4,60,1,12,2,16.7,0.79,0.13,0.08,0.5,27.8,0,0,0,0.4,0.4,0.03,0.6,0.6,800,932,85.8,12545,3512,421,452,93.1,309,347,89,48,94,51.1,0,0.8,0.9,-0.8,11,79,8,2,69,882,48,23,3,3,5,20,4,13,0,2,8,23,1.52,15,6,2,7,0,0,1,0.07,1,0,0,0,0,0,24,7,16,1,8,8,44.4,10,15,8,41,19,1,1040,42,219,691,139,0,1040,6,75,2,25,491,2369,1020,9,9,0,9,6,719,7
116,Emil Ceide,no NOR,"FW,MF",Sassuolo,21,2001,2,Matches,0,0,0,2,1,0,5,0,2,0,0,0,7,0,3,0,0,2,0,0,1.02,0,0,,20.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1,40,59,67.8,521,189,27,33,81.8,10,14,71.4,1,2,50,0,0.2,0.2,-0.2,4,2,2,0,3,59,0,0,1,0,0,0,0,0,0,0,5,7,3.6,5,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,21,100,0,6,5,2,0,0,85,1,13,31,45,9,85,13,61.9,7,33.3,55,581,319,12,6,5,4,5,62,16
117,Zeki Çelik,tr TUR,DF,Roma,26,1997,7.5,Matches,1,0,0,14,3,0,20,8,16,0,0,0,33,3,7,30,0,2,1,50,0.27,0.13,0,0,11.1,0,0,0,0.2,0.2,0.08,-0.2,-0.2,284,341,83.3,4660,1360,139,158,88,116,137,84.7,18,31,58.1,0,0.6,0.4,-0.6,9,8,9,3,26,280,61,5,1,3,56,0,0,0,0,0,3,19,2.54,15,1,1,5,0,2,0,0,0,0,0,0,0,0,23,10,10,3,14,10,56,11,12,7,31,25,0,429,26,136,180,117,14,429,6,60,4,40,230,1305,565,14,15,5,10,6,236,38
118,Fabien Centonze,fr FRA,DF,Hellas Verona,27,1996,7.5,Matches,2,0,0,13,7,1,28,10,8,0,0,0,23,9,5,64.3,0,1,0,0,0.13,0,0,,33.3,0,0,0,0,0,0.02,0,0,213,317,67.2,3365,1617,110,138,79.7,87,119,73.1,13,40,32.5,1,1,0.8,0,6,14,8,7,14,238,77,0,0,0,77,0,0,0,0,2,10,16,2.13,10,5,1,2,0,0,2,0.27,1,1,0,0,0,0,14,10,4,0,5,23,50,5,14,12,24,18,0,411,14,119,176,119,6,411,11,47.8,12,52.2,154,831,400,16,5,2,11,1,179,21
119,Michele Cerofolini,it ITA,GK,Frosinone,24,1999,7.5,Matches,1,0,0,1,0,0,0,0,0,0,1,1,8,1,0,100,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,124,209,59.3,3261,2471,23,23,100,66,67,98.5,34,117,29.1,0,0,0,0,0,1,0,0,0,148,61,23,0,0,0,0,0,0,0,0,0,1,0.13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,5,1,226,186,224,2,0,0,226,0,,0,,112,640,423,0,0,0,0,0,99,0
120,Alberto Cerri,it ITA,FW,Empoli,27,1996,6.1,Matches,2,0,0,15,9,6,1,3,3,0,0,0,18,41,30,57.7,1,10,3,30,1.65,0.5,0.1,0.33,10.8,0,0,0,1.2,1.2,0.12,-0.2,-0.2,68,136,50,877,149,50,82,61,16,33,48.5,2,4,50,0,0.2,0.3,-0.2,4,2,1,0,9,134,1,0,0,0,0,0,0,0,0,1,5,8,1.32,6,0,0,1,0,0,1,0.16,0,0,0,1,0,0,3,1,1,1,2,6,40,3,3,2,6,7,0,189,7,17,89,85,18,189,1,16.7,5,83.3,98,360,149,3,7,1,13,12,145,23
121,Leonardo Cerri,it ITA,DF,Juventus,20,2003,0.1,Matches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0,2,0,0,0,0,2,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,0,0,2,0,2,0,,0,,1,6,0,0,0,0,0,0,2,2
122,Charlys,br BRA,MF,Hellas Verona,19,2004,0.3,Matches,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,5,6,83.3,64,23,4,4,100,1,2,50,0,0,,0,0,0,0,2,0,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,4,14.4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,1,0,0,8,0,2,4,2,0,8,0,0,1,100,6,20,5,0,0,0,0,0,5,0
123,Walid Cheddira,ma MAR,FW,Frosinone,25,1998,23.6,Matches,0,0,0,27,43,16,3,5,7,2,0,0,47,37,69,34.9,7,59,26,44.1,2.5,1.1,0.1,0.23,14.1,0,1,1,9,8.2,0.14,-2,-2.2,262,385,68.1,3458,610,160,207,77.3,67,96,69.8,13,13,100,1,1.4,0.7,-0.4,16,17,4,0,22,349,33,0,1,2,1,0,0,0,0,3,27,38,1.61,24,0,1,1,8,0,6,0.25,4,0,0,1,1,0,12,1,8,3,4,37,50,4,6,5,17,10,0,625,12,33,284,312,100,624,12,32.4,23,62.2,375,1933,791,31,14,22,72,36,486,139
124,Federico Chiesa,it ITA,FW,Juventus,25,1997,24.4,Matches,1,0,0,13,40,7,117,6,10,1,0,0,62,0,9,0,9,74,25,33.8,3.03,1.02,0.11,0.32,19.2,5,1,1,6.4,5.6,0.08,2.6,2.4,498,712,69.9,7884,2466,270,329,82.1,161,224,71.9,48,93,51.6,2,6.2,5.6,-4.2,54,42,45,18,70,615,90,15,6,4,20,50,22,22,0,7,29,117,4.79,70,17,14,1,8,1,9,0.37,5,0,2,0,2,0,20,7,6,7,3,95,23.1,10,17,16,26,4,0,1006,6,77,303,643,130,1005,35,36.8,48,50.5,643,4746,2697,111,56,58,54,40,740,216
125,Oliver Christensen,dk DEN,GK,Fiorentina,24,1999,4,Matches,0,0,0,2,1,0,0,0,0,0,2,0,8,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,146,190,76.8,3678,2601,33,33,100,68,71,95.8,43,83,51.8,0,0,0,0,0,2,0,0,0,164,26,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,197,143,197,0,0,0,197,0,,0,,122,556,321,0,0,0,1,0,117,0
126,Samuel Chukwueze,ng NGA,FW,Milan,24,1999,11.3,Matches,1,0,0,7,12,7,20,6,7,0,0,0,59,9,17,34.6,1,28,8,28.6,2.48,0.71,0.04,0.13,17.7,0,0,0,1.7,1.7,0.06,-0.7,-0.7,330,421,78.4,5423,1275,163,197,82.7,140,170,82.4,19,32,59.4,3,2.3,2.7,0.7,20,22,23,1,51,410,10,0,7,1,7,3,2,0,0,1,11,48,4.25,32,0,9,1,2,0,7,0.62,5,0,1,1,0,0,18,11,5,2,9,62,52.9,8,3,2,24,3,0,577,5,67,237,278,59,577,21,33.9,34,54.8,408,2604,1337,52,27,24,29,15,437,135
127,Alphadjo Cissè,it ITA,FW,Hellas Verona,16,2006,0.1,Matches,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,1,1,100,9,0,1,1,100,0,0,,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,1,0,0,1,0,,0,,1,1,0,0,0,0,0,0,1,0
128,Giorgio Cittadini,it ITA,DF,Monza,21,2002,0.2,Matches,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,5,6,83.3,94,39,1,2,50,3,3,100,1,1,100,0,0,0,0,0,0,0,0,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,100,0,1,0,1,0,0,8,2,3,4,1,0,8,0,,0,,5,41,18,1,0,0,1,0,5,1
129,Giorgio Cittadini,it ITA,DF,Genoa,21,2002,1.2,Matches,0,0,0,2,4,0,0,3,4,0,0,0,8,2,4,33.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,19,31,61.3,392,117,6,11,54.5,9,14,64.3,4,5,80,0,0,0,0,0,2,0,0,1,28,3,0,0,0,3,0,0,0,0,0,0,2,1.7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,4,1,0,3,0,100,0,1,1,8,5,0,47,8,26,21,1,1,47,0,,0,,14,108,21,0,0,0,1,3,14,1
130,Patrick Ciurria,it ITA,"DF,MF",Monza,28,1995,17.8,Matches,2,0,0,29,14,4,53,9,18,0,1,0,56,7,9,43.8,0,28,7,25,1.58,0.39,0,0,22.6,0,0,0,1.5,1.5,0.05,-1.5,-1.5,662,847,78.2,10671,3258,335,377,88.9,271,348,77.9,41,72,56.9,1,2.6,2.1,-1.6,30,46,28,10,68,740,106,7,2,2,92,7,2,4,0,1,25,53,2.98,43,4,2,5,1,1,3,0.17,2,0,0,1,0,0,30,13,13,4,13,24,61.9,8,20,15,39,28,0,1021,39,269,411,350,31,1021,9,37.5,11,45.8,597,2981,1581,41,41,9,19,6,711,94
131,Lorenzo Colombo,it ITA,FW,Monza,21,2002,15.1,Matches,3,0,0,25,24,6,2,0,12,0,0,0,35,19,64,22.9,4,37,10,27,2.45,0.66,0.11,0.4,17.2,0,0,0,3.6,3.6,0.1,0.4,0.4,185,263,70.3,2711,593,104,139,74.8,48,66,72.7,16,22,72.7,1,0.6,0.5,0.4,8,10,3,0,24,252,11,1,0,4,2,0,0,0,0,0,7,28,1.85,19,0,4,5,2,0,6,0.4,4,0,2,0,0,0,17,3,9,5,8,23,57.1,6,18,13,17,14,0,451,18,32,239,186,65,451,12,52.2,11,47.8,287,1275,464,16,9,13,64,29,348,75
132,Andrea Colpani,it ITA,"MF,FW",Monza,24,1999,29.5,Matches,1,0,0,23,44,2,111,14,15,0,0,0,86,9,25,26.5,8,65,19,29.2,2.2,0.64,0.12,0.42,19.9,9,0,0,4.8,4.8,0.07,3.2,3.2,752,981,76.7,14005,3225,333,379,87.9,296,370,80,102,176,58,4,5,4.6,-1,56,55,41,9,120,876,99,24,2,33,9,66,15,40,0,6,19,120,4.06,79,20,8,4,7,1,10,0.34,8,0,2,0,0,0,25,6,13,6,11,80,55,9,11,7,39,14,0,1255,23,133,501,641,83,1255,28,35,40,50,826,5437,2472,90,69,27,52,38,938,193
133,Pietro Comuzzo,it ITA,"DF,FW",Fiorentina,18,2005,0.5,Matches,1,0,0,1,0,0,0,1,1,0,0,0,5,8,3,72.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,27,38,71.1,550,154,5,11,45.5,21,24,87.5,1,2,50,0,0,0,0,0,1,0,0,3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,100,0,1,1,2,2,0,43,1,19,24,0,0,43,0,,0,,17,85,29,0,0,0,0,0,22,0
134,Andrea Consigli,it ITA,GK,Sassuolo,36,1987,35,Matches,1,0,0,0,3,0,0,1,0,0,0,0,32,7,0,100,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,838,1235,67.9,24440,17449,126,126,100,395,402,98.3,311,700,44.4,0,0,0.1,0,0,15,2,0,1,855,379,126,0,1,1,0,0,0,0,1,0,4,0.11,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,1,19,1,1327,1035,1316,12,0,0,1327,0,,0,,717,3821,2357,0,0,0,0,1,593,0
135,Nikita Contini Baranovsky,it ITA,GK,Napoli,27,1996,0.2,Matches,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,4,4,100,66,38,2,2,100,2,2,100,0,0,,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,1,5.29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,5,3,4,1,0,0,5,0,,0,,2,5,3,0,0,0,0,0,0,0
136,Diego Coppola,it ITA,DF,Hellas Verona,19,2003,18.2,Matches,9,0,0,32,4,0,0,27,22,0,0,0,70,82,47,63.6,2,13,3,23.1,0.72,0.17,0.15,0.67,8.3,0,0,0,1.2,1.2,0.09,0.8,0.8,555,718,77.3,11563,4450,151,189,79.9,324,369,87.8,78,142,54.9,0,0.2,0.1,-0.2,4,33,0,0,40,687,30,28,0,7,1,0,0,0,0,1,6,8,0.44,8,0,0,9,0,0,0,0,0,0,0,0,0,0,36,25,9,2,20,1,60.6,13,26,17,63,89,1,959,104,530,408,26,21,959,0,0,1,100,437,1940,806,1,2,0,8,3,467,0
137,Tommaso Corazza,it ITA,DF,Bologna,19,2004,2.2,Matches,1,0,0,1,3,0,8,5,4,0,0,0,8,0,1,0,0,1,0,0,0.46,0,0,,12.8,0,0,0,0.1,0.1,0.1,-0.1,-0.1,119,145,82.1,1781,648,68,74,91.9,38,41,92.7,8,17,47.1,0,0.1,0.2,-0.1,1,7,4,3,14,110,35,5,0,1,30,0,0,0,0,0,9,3,1.38,2,0,0,0,1,0,0,0,0,0,0,0,0,0,10,9,1,0,4,3,44.4,5,2,2,15,3,0,170,6,54,72,47,5,170,0,0,2,66.7,96,555,330,10,6,1,1,2,107,9
138,Jeppe Corfitzen,dk DEN,FW,Lecce,18,2004,0.1,Matches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2,3,66.7,33,0,0,0,,2,3,66.7,0,0,,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,100,0,0,0,1,0,0,6,0,0,3,3,0,6,0,,0,,4,28,18,1,1,0,1,0,4,0
139,Giacomo Corona,it ITA,FW,Empoli,19,2004,0.1,Matches,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2,2,100,41,0,1,1,100,0,0,,1,1,100,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,0,1,1,0,2,0,,0,,0,0,0,0,0,0,0,0,0,0
140,João Costa,br BRA,"MF,FW",Roma,18,2005,0.2,Matches,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,7,9,77.8,100,43,4,4,100,3,3,100,0,1,0,0,0,0.1,0,1,0,1,0,1,7,2,0,0,0,1,0,0,0,0,0,1,2,12.86,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,10,0,2,2,6,1,10,0,,0,,5,25,14,0,0,0,1,1,6,1
141,Benoît Costil,fr FRA,GK,Salernitana,36,1987,13,Matches,0,0,0,0,1,0,1,0,1,0,0,0,14,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,258,428,60.3,7748,6197,48,49,98,109,111,98.2,101,267,37.8,0,0,0,0,1,4,0,0,0,273,154,50,0,0,0,0,0,0,0,1,0,4,0.31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,2,0,66.7,1,0,0,2,5,1,463,394,454,9,0,0,463,0,,0,,223,1219,676,0,0,0,1,0,182,0
142,Lassana Coulibaly,ml MLI,MF,Salernitana,27,1996,23.1,Matches,5,0,0,33,36,1,8,16,32,0,0,0,129,29,32,47.5,0,13,3,23.1,0.56,0.13,0,0,20.5,0,0,0,0.6,0.6,0.05,-0.6,-0.6,736,873,84.3,11985,3305,358,400,89.5,305,347,87.9,52,68,76.5,1,0.8,0.9,0.2,11,80,6,2,88,852,14,14,1,5,0,0,0,0,0,7,20,40,1.73,35,0,0,5,2,2,0,0,0,0,0,0,0,0,47,20,21,6,22,36,44.9,27,23,18,63,29,0,1092,48,215,694,201,23,1092,15,41.7,18,50,650,4062,1750,29,35,1,38,33,711,38
143,Mamadou Coulibaly,sn SEN,DF,Salernitana,24,1999,0,Matches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,1,3,33.3,6,1,1,3,33.3,0,0,,0,0,,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,0,1,2,0,3,0,,0,,3,3,3,0,0,0,0,0,3,0
144,Alessio Cragno,it ITA,GK,Sassuolo,29,1994,3,Matches,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,100,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,69,100,69,1856,1253,16,16,100,28,28,100,24,55,43.6,0,0,0,0,0,2,0,0,0,68,32,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,110,91,110,0,0,0,110,0,,0,,54,270,193,0,0,0,0,0,49,0
145,Bryan Cristante,it ITA,"MF,DF",Roma,28,1995,36.5,Matches,8,0,0,77,16,4,29,25,41,0,1,0,203,82,60,57.7,3,54,8,14.8,1.48,0.22,0.06,0.38,17.2,0,0,0,4,4,0.07,-1,-1,1785,2178,82,31740,9730,777,895,86.8,818,924,88.5,154,242,63.6,4,2.9,3.1,1.1,30,229,37,6,234,2140,30,28,5,21,2,0,0,0,0,8,43,82,2.24,69,0,0,6,4,0,16,0.44,9,0,0,6,1,0,72,33,28,11,28,26,56,22,36,30,97,55,2,2494,88,577,1504,425,80,2494,17,65.4,8,30.8,1438,7211,3544,47,52,4,27,21,1860,80
146,Juan Cruz,ar ARG,"FW,MF",Hellas Verona,24,1999,1.2,Matches,0,0,0,1,0,0,1,1,2,0,0,0,2,1,3,25,0,1,0,0,0.83,0,0,,26.3,0,0,0,0,0,0.04,0,0,18,27,66.7,211,78,16,22,72.7,1,2,50,1,2,50,0,0.1,0.1,-0.1,1,1,0,0,4,27,0,0,0,0,0,0,0,0,0,0,1,3,2.48,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,2,,0,1,1,3,0,0,36,0,2,16,20,2,36,1,50,1,50,18,119,55,3,2,0,2,0,27,4
147,Juan Cuadrado,co COL,DF,Inter,35,1988,3,Matches,1,0,0,4,6,1,18,1,3,0,0,0,11,0,0,,0,5,0,0,1.69,0,0,,19.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2,158,189,83.6,2799,632,73,77,94.8,61,76,80.3,16,27,59.3,2,1.6,1.2,0.4,9,11,5,2,11,169,20,3,0,6,17,0,0,0,0,0,0,13,4.38,11,1,0,1,0,0,3,1.01,3,0,0,0,0,0,4,2,2,0,3,5,60,2,6,5,5,2,0,217,3,37,102,79,13,217,1,20,2,40,151,869,513,17,9,7,3,2,169,35
148,Marvin Cuni,al ALB,FW,Frosinone,22,2001,5.9,Matches,0,0,0,13,12,3,4,1,3,2,0,0,18,16,33,32.7,1,10,2,20,1.69,0.34,0.1,0.5,14.3,1,0,0,1.3,1.3,0.13,-0.3,-0.3,82,115,71.3,988,167,48,60,80,20,28,71.4,3,4,75,0,0.3,0.2,-0.3,6,2,2,0,11,104,10,0,0,1,1,0,0,0,0,1,5,17,2.88,11,0,1,1,3,1,1,0.17,0,0,0,0,1,0,8,1,3,4,3,14,75,1,10,9,9,0,0,198,1,12,92,97,24,198,3,21.4,8,57.1,107,481,132,6,5,2,26,15,146,45
149,Danilo D'Ambrosio,it ITA,DF,Monza,34,1988,17.1,Matches,5,1,1,18,13,1,7,14,34,0,1,0,77,27,20,57.4,0,14,4,28.6,0.82,0.23,0,0,15,0,0,0,0.7,0.7,0.05,-0.7,-0.7,979,1095,89.4,17542,5544,360,376,95.7,531,566,93.8,74,124,59.7,0,0.2,0.4,-0.2,4,61,4,1,61,1029,65,34,1,2,27,0,0,0,0,1,9,14,0.82,5,0,2,13,1,2,0,0,0,0,0,0,0,0,57,34,20,3,28,13,68.3,13,22,9,71,31,0,1268,126,564,600,114,23,1268,7,53.8,5,38.5,787,3641,1763,12,8,1,12,5,904,25
150,Flavius Daniliuc,at AUT,DF,Salernitana,22,2001,8.3,Matches,2,0,0,14,4,0,1,8,11,0,0,0,52,20,15,57.1,0,2,0,0,0.24,0,0,,15.4,0,0,0,0.2,0.2,0.12,-0.2,-0.2,350,411,85.2,5932,2368,157,180,87.2,157,170,92.4,27,39,69.2,0,0.2,0.1,-0.2,5,31,2,0,37,368,41,11,1,4,30,0,0,0,0,2,8,10,1.21,9,0,0,4,0,1,0,0,0,0,0,0,0,0,19,12,5,2,9,5,47.4,10,13,9,27,15,0,486,44,208,218,63,7,486,1,20,4,80,235,1145,561,8,7,0,7,4,282,2
151,Danilo,br BRA,DF,Juventus,32,1991,27.2,Matches,7,0,0,26,14,1,18,37,36,0,0,0,142,37,27,57.8,1,17,2,11.8,0.62,0.07,0.06,0.5,19.1,0,0,0,1.3,1.3,0.08,-0.3,-0.3,1591,1849,86,31356,11027,541,580,93.3,839,916,91.6,195,303,64.4,1,0.9,1,0.1,21,148,14,4,161,1635,205,49,2,23,89,0,0,0,0,9,12,48,1.76,41,1,1,15,0,3,3,0.11,1,0,0,1,0,1,60,38,18,4,32,12,66.7,16,34,19,97,94,0,2118,255,815,1113,200,20,2118,8,66.7,1,8.3,1060,4741,2503,18,14,2,13,3,1345,21
152,Matteo Darmian,it ITA,DF,Inter,33,1989,26.7,Matches,2,0,0,27,11,1,21,13,22,1,2,0,74,20,17,54.1,2,10,5,50,0.37,0.19,0.2,0.4,15.7,0,0,0,1.2,1.2,0.12,0.8,0.8,1181,1389,85,20253,6795,512,565,90.6,558,611,91.3,83,144,57.6,1,1.8,1.3,-0.8,22,64,14,6,72,1236,150,16,5,9,134,0,0,0,0,3,30,55,2.06,45,6,0,11,2,0,3,0.11,2,0,0,0,1,0,48,23,15,10,20,15,37.7,33,27,16,61,55,0,1586,109,540,766,286,27,1586,5,33.3,10,66.7,832,3149,1584,18,15,2,18,1,1082,82
153,Juan David Cabal,co COL,DF,Hellas Verona,22,2001,16.6,Matches,6,0,0,27,16,1,33,26,27,0,0,0,68,58,21,73.4,0,12,3,25,0.72,0.18,0,0,17.2,0,0,0,0.5,0.5,0.04,-0.5,-0.5,561,790,71,9888,4415,265,306,86.6,228,302,75.5,56,126,44.4,0,0.4,0.6,-0.4,12,57,10,6,70,620,168,14,1,6,153,1,0,0,0,2,29,40,2.41,28,3,1,9,2,4,2,0.12,1,0,0,0,0,1,36,19,14,3,18,24,62.1,11,30,21,62,55,2,1005,61,314,506,202,16,1005,12,50,9,37.5,412,1922,1152,26,17,1,22,11,467,48
154,Keinan Davis,eng ENG,"FW,MF",Udinese,25,1998,2.1,Matches,2,0,0,5,3,3,0,0,0,0,0,0,5,9,5,64.3,1,6,3,50,2.9,1.45,0.17,0.33,14.9,0,0,0,0.5,0.5,0.08,0.5,0.5,36,50,72,512,122,20,26,76.9,14,16,87.5,1,1,100,0,0.1,0.2,-0.1,3,3,2,0,6,49,1,0,0,0,0,0,0,0,0,0,4,11,5.32,8,0,0,0,0,0,1,0.48,0,0,0,1,0,0,0,0,0,0,0,5,,0,0,0,0,3,0,76,3,8,20,50,9,76,3,60,1,20,41,334,74,2,1,3,9,3,61,15
155,Paweł Dawidowicz,pl POL,DF,Hellas Verona,28,1995,23.8,Matches,5,0,0,33,9,0,2,24,30,0,0,1,139,67,30,69.1,0,9,1,11.1,0.38,0.04,0,0,11.5,0,0,0,0.5,0.5,0.06,-0.5,-0.5,972,1173,82.9,20339,7048,247,302,81.8,587,647,90.7,131,199,65.8,0,0,0.1,0,2,60,2,0,89,1102,70,52,0,11,10,0,0,0,0,1,12,11,0.46,8,1,0,9,0,0,1,0.04,0,0,0,1,0,0,53,33,18,2,17,5,58.6,12,17,8,77,114,1,1425,187,749,642,42,14,1425,4,80,1,20,749,3833,1819,11,8,0,13,5,787,5
156,Charles De Ketelaere,be BEL,"FW,MF",Atalanta,22,2001,22.5,Matches,1,0,0,17,47,6,47,7,21,0,0,1,93,38,35,52.1,10,44,24,54.5,1.95,1.07,0.2,0.38,14.2,0,1,1,7.1,6.3,0.14,2.9,2.7,565,782,72.3,8690,2346,302,384,78.6,211,273,77.3,31,58,53.4,8,6.1,4.1,1.9,49,44,42,7,126,746,35,7,6,2,8,2,0,2,0,1,25,93,4.13,70,2,8,2,8,3,10,0.44,10,0,0,0,0,0,33,3,12,18,10,88,50,10,30,28,40,6,0,1098,10,60,442,612,133,1097,40,45.5,35,39.8,669,4241,2121,88,51,41,83,54,835,219
157,Mattia De Sciglio,it ITA,DF,Juventus,30,1992,0.5,Matches,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,17,19,89.5,296,124,7,7,100,9,10,90,1,1,100,0,0,0,0,0,2,1,0,3,17,2,0,0,0,2,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,1,2,0,25,1,10,13,2,0,25,0,,0,,15,50,15,0,2,0,1,0,15,1
