player_rank,player_name,nationality,position,club,age,birth_year,minutes_played_90s,Matches,yellow_cards,red_cards,second_yellow_cards,fouls_committed,fouls_drawn,offsides,crosses,interceptions_misc,tackles_won_misc,penalties_won,penalties_conceded,own_goals,ball_recoveries,aerial_duels_won,aerial_duels_lost,aerial_duel_win_pct,goals,shots_total,shots_on_target,shots_on_target_pct,shots_per_90,shots_on_target_per_90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,free_kick_shots,penalty_goals,penalty_attempts,expected_goals,non_penalty_expected_goals,non_penalty_xg_per_shot,goals_minus_xg,non_penalty_goals_minus_xg,passes_completed_total,passes_attempted_total,pass_completion_pct_total,total_passing_distance,progressive_passing_distance,passes_completed_short,passes_attempted_short,pass_completion_pct_short,passes_completed_medium,passes_attempted_medium,pass_completion_pct_medium,passes_completed_long,passes_attempted_long,pass_completion_pct_long,assists,expected_assists_goals,expected_assists,assists_minus_xag,key_passes,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,live_ball_passes,dead_ball_passes,free_kick_passes,through_balls,switches_of_play,throw_ins,corner_kicks,corners_in_swinging,corners_out_swinging,straight_corners,offsides_passes,blocked_passes,shot_creating_actions,shot_creating_actions_per_90,sca_live_passes,sca_dead_passes,sca_take_ons,sca_shots,sca_fouls_drawn,sca_defensive_actions,goal_creating_actions,goal_creating_actions_per_90,gca_live_passes,gca_dead_passes,gca_take_ons,gca_shots,gca_fouls_drawn,gca_defensive_actions,tackles_total,tackles_defensive_third,tackles_middle_third,tackles_attacking_third,tackles_attempted,tackles_attempted_total,tackle_success_pct,challenges_lost,blocks_defensive,passes_blocked,tackles_plus_interceptions,clearances,errors_leading_to_shot,touches,touches_defensive_penalty_area,touches_defensive_third,touches_middle_third,touches_attacking_third,touches_attacking_penalty_area,live_ball_touches,successful_take_ons,take_on_success_pct,times_tackled_while_dribbling,tackled_while_dribbling_pct,carries,total_carry_distance,progressive_carry_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,times_dispossessed,ball_receipts,progressive_receives
11,Carlos Alcaraz,ar ARG,MF,Juventus,20,2002,4.2,Matches,0,0,0,5,5,0,1,5,6,0,0,0,17,2,9,18.2,0,11,2,18.2,2.61,0.47,0,0,24,2,0,0,0.4,0.4,0.03,-0.4,-0.4,143,165,86.7,2573,754,68,79,86.1,56,62,90.3,17,19,89.5,1,0.1,0.4,0.9,2,20,4,0,27,155,10,7,2,1,2,1,0,0,0,0,3,6,1.42,6,0,0,2,0,0,1,0.24,1,0,0,0,0,0,6,0,6,0,5,9,50,5,5,3,11,4,0,221,7,22,133,69,12,221,3,33.3,5,55.6,141,766,310,6,13,1,8,4,162,9
12,Pontus Almqvist,se SWE,"FW,MF",Lecce,24,1999,23.4,Matches,5,0,0,29,35,1,21,14,29,2,0,0,69,14,22,38.9,2,40,15,37.5,1.71,0.64,0.05,0.13,19.7,0,0,0,2.3,2.3,0.06,-0.3,-0.3,351,478,73.4,4689,1071,224,282,79.4,85,120,70.8,17,20,85,1,2.7,1.8,-1.7,27,14,12,4,32,472,6,2,1,0,3,1,1,0,0,0,19,64,2.74,38,1,9,2,8,3,7,0.3,4,0,0,0,2,1,45,16,22,7,23,93,45.1,28,21,19,59,10,0,779,11,105,332,360,80,779,37,39.8,43,46.2,505,4048,1930,72,47,35,59,39,558,137
13,Lorenzo Amatucci,it ITA,MF,Fiorentina,19,2004,0.2,Matches,0,0,0,1,0,0,0,0,0,0,0,0,3,1,1,50,0,1,0,0,4.09,0,0,,29.5,0,0,0,0,0,0.01,0,0,22,25,88,449,101,6,7,85.7,14,14,100,2,2,100,0,0,0.1,0,0,3,0,0,2,25,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,26,0,1,15,10,1,26,0,,0,,13,52,17,1,0,0,0,0,17,1
14,Bruno Amione,ar ARG,DF,Hellas Verona,21,2002,6.4,Matches,2,0,0,10,6,0,1,9,3,0,0,0,39,19,10,65.5,0,5,3,60,0.78,0.47,0,0,9.3,0,0,0,0.3,0.3,0.06,-0.3,-0.3,217,273,79.5,3776,1390,83,99,83.8,114,132,86.4,15,33,45.5,0,0,0,0,1,11,0,0,17,267,6,4,0,1,2,0,0,0,0,0,3,3,0.47,3,0,0,2,0,0,0,0,0,0,0,0,0,0,11,9,2,0,4,2,80,1,4,2,20,19,2,344,22,176,157,15,7,344,1,50,1,50,190,918,402,2,3,0,8,1,188,2
15,Felipe Anderson,br BRA,"FW,MF",Lazio,30,1993,30.8,Matches,3,0,0,30,36,4,57,27,45,0,0,0,139,15,16,48.4,5,43,11,25.6,1.4,0.36,0.12,0.45,17.3,1,0,0,4.4,4.4,0.1,0.6,0.6,1012,1336,75.7,14375,3827,601,690,87.1,320,411,77.9,47,96,49,6,6.3,4.7,-0.3,42,66,50,4,126,1299,29,5,5,6,18,6,1,4,0,8,63,92,2.99,76,2,4,3,2,3,12,0.39,10,0,1,0,0,1,78,32,33,13,34,107,37.8,56,45,42,105,23,0,1756,43,252,792,742,93,1756,43,40.2,54,50.5,897,5493,2896,108,62,26,65,32,1304,226
16,Angeliño,es ESP,DF,Roma,26,1997,12.7,Matches,2,0,0,13,10,1,53,12,11,0,0,1,55,15,9,62.5,0,8,2,25,0.63,0.16,0,0,24.1,0,0,0,0.2,0.2,0.02,-0.2,-0.2,546,715,76.4,9819,3457,257,285,90.2,221,284,77.8,62,123,50.4,1,1.6,1.5,-0.6,19,36,21,13,40,610,101,12,0,4,87,2,1,0,0,4,11,33,2.6,30,2,0,5,0,0,3,0.24,3,0,0,0,0,0,21,12,6,3,11,13,57.9,8,11,6,33,37,1,830,60,284,351,199,7,830,6,46.2,6,46.2,415,1905,864,12,13,0,9,6,502,55
17,Houssem Aouar,dz ALG,"MF,FW",Roma,25,1998,8.4,Matches,3,0,0,10,11,3,10,4,11,0,0,0,39,10,11,47.6,4,12,7,58.3,1.43,0.83,0.33,0.57,13.3,0,0,0,2.3,2.3,0.19,1.7,1.7,300,359,83.6,4459,818,166,181,91.7,113,133,85,14,21,66.7,0,0.5,0.6,-0.5,10,25,3,1,26,344,15,4,0,0,3,8,5,2,0,0,8,21,2.5,12,4,1,0,2,0,0,0,0,0,0,0,0,0,16,4,10,2,3,21,25,9,5,5,20,2,1,439,3,48,238,157,27,439,11,52.4,7,33.3,278,1414,621,17,15,6,16,15,319,60
18,Simone Aresti,it ITA,GK,Cagliari,37,1986,0,Matches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,2,2,0,0,0,2,0,,0,,1,11,11,0,0,0,0,0,0,0
19,Marko Arnautović,at AUT,FW,Inter,34,1989,8.9,Matches,0,0,0,11,15,8,7,5,4,0,0,0,17,4,7,36.4,5,17,9,52.9,1.91,1.01,0.29,0.56,11.5,0,0,0,5,5,0.29,0,0,203,271,74.9,2726,533,124,154,80.5,55,68,80.9,8,11,72.7,3,2.6,2.1,0.4,16,9,10,1,20,264,5,0,3,1,0,0,0,0,0,2,9,24,2.71,22,0,0,1,1,0,3,0.34,3,0,0,0,0,0,10,3,5,2,4,6,57.1,3,8,7,15,5,0,358,8,25,169,165,41,358,1,16.7,5,83.3,208,819,272,12,8,4,22,10,281,77
20,Kristjan Asllani,al ALB,MF,Inter,21,2002,8.7,Matches,1,0,0,4,19,0,35,11,2,0,0,0,57,4,7,36.4,1,15,4,26.7,1.72,0.46,0.07,0.25,27.1,1,0,0,0.6,0.6,0.04,0.4,0.4,662,744,89,12108,3064,296,306,96.7,284,302,94,78,120,65,2,1.1,0.8,0.9,8,47,4,1,32,685,56,23,2,4,1,32,12,10,0,3,6,19,2.18,13,4,1,3,0,0,5,0.57,4,1,0,0,0,0,7,3,4,0,2,5,18.2,9,9,6,18,8,0,813,19,197,483,136,3,813,3,60,2,40,547,2487,1030,5,7,0,6,3,636,8
21,Emil Audero,id IDN,GK,Inter,26,1997,3.7,Matches,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,100,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,166,197,84.3,3484,2227,44,45,97.8,96,100,96,25,49,51,0,0,0,0,0,1,0,0,0,174,21,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,200,173,200,0,0,0,200,0,,0,,147,639,377,0,0,0,0,0,139,0
22,Tommaso Augello,it ITA,DF,Cagliari,28,1994,26.9,Matches,5,0,0,15,14,1,153,17,19,0,0,0,147,34,28,54.8,1,10,3,30,0.37,0.11,0.1,0.33,24.1,1,0,0,0.5,0.5,0.05,0.5,0.5,919,1329,69.1,16120,7212,418,481,86.9,403,550,73.3,90,233,38.6,1,2,2.4,-1,27,68,31,20,96,1008,317,42,1,2,241,34,7,25,0,4,42,56,2.08,32,19,0,10,2,2,2,0.07,2,0,0,0,0,0,26,18,6,2,16,29,64,9,21,11,43,89,0,1544,97,529,625,408,9,1544,15,51.7,12,41.4,693,3966,2135,62,34,1,21,8,773,99
23,Carlos Augusto,br BRA,DF,Inter,24,1999,19.2,Matches,1,0,0,17,6,1,40,16,21,0,0,0,74,59,26,69.4,0,22,6,27.3,1.15,0.31,0,0,17.1,0,0,0,1,1,0.05,-1,-1,921,1099,83.8,14740,4852,466,509,91.6,369,422,87.4,61,95,64.2,3,2.8,2.1,0.2,19,45,15,9,54,977,112,14,0,3,92,0,0,0,0,10,25,36,1.88,29,4,1,8,1,1,6,0.31,4,1,1,0,0,0,29,20,9,0,15,21,68.2,7,20,12,45,52,0,1287,97,427,553,317,52,1287,12,57.1,6,28.6,733,3561,1863,42,31,12,21,14,877,88
24,Yann Aurel Bisseck,de GER,DF,Inter,22,2000,10,Matches,0,0,0,6,11,2,5,5,6,0,0,0,37,18,17,51.4,2,12,4,33.3,1.19,0.4,0.17,0.5,12.7,0,0,0,0.9,0.9,0.07,1.1,1.1,590,641,92,10225,2915,238,253,94.1,296,313,94.6,47,55,85.5,0,0.5,0.4,-0.5,1,27,4,1,30,614,27,20,1,2,7,0,0,0,0,0,9,10,1,4,0,1,7,3,0,0,0,0,0,0,0,0,0,14,10,3,1,6,13,66.7,3,10,3,19,23,0,737,88,350,306,84,19,737,5,38.5,7,53.8,497,2911,1551,24,24,1,10,4,576,20
25,Sardar Azmoun,ir IRN,"FW,MF",Roma,28,1995,6.5,Matches,4,0,0,8,11,2,2,3,5,2,0,0,19,13,15,46.4,3,16,7,43.8,2.46,1.08,0.19,0.43,13.1,0,0,0,2.9,2.9,0.2,0.1,0.1,108,156,69.2,1497,361,69,90,76.7,34,42,81,2,5,40,0,1.4,0.5,-1.4,8,9,4,1,14,152,4,1,1,1,1,0,0,0,0,0,8,18,2.77,10,0,1,1,2,0,5,0.77,1,0,0,2,2,0,8,2,5,1,4,13,50,4,4,3,11,6,1,232,6,24,110,101,29,232,4,30.8,7,53.8,138,607,206,5,9,1,17,10,171,35
26,Paulo Azzi,br BRA,"DF,MF",Cagliari,29,1994,10.6,Matches,1,0,0,5,4,4,48,16,11,0,0,0,59,13,11,54.2,0,21,2,9.5,1.99,0.19,0,0,20,0,0,0,1.2,1.2,0.06,-1.2,-1.2,322,487,66.1,5033,2123,175,216,81,119,181,65.7,19,59,32.2,0,0.7,0.4,-0.7,9,24,10,6,35,394,91,6,0,1,84,1,0,0,0,2,13,25,2.37,18,0,2,2,0,1,0,0,0,0,0,0,0,0,19,10,6,3,9,28,50,9,11,9,35,23,0,620,30,166,249,216,19,620,13,46.4,11,39.3,295,2243,1398,47,39,5,14,5,328,42
27,Oussama El Azzouzi,ma MAR,MF,Bologna,22,2001,6.1,Matches,4,0,0,14,7,1,2,6,7,0,0,0,37,5,11,31.3,2,2,2,100,0.33,0.33,1,1,9.5,0,0,0,0.5,0.5,0.24,1.5,1.5,352,390,90.3,6100,1161,159,174,91.4,138,147,93.9,42,50,84,2,0.6,0.2,1.4,6,21,0,0,19,383,7,6,0,2,0,1,1,0,0,0,2,10,1.65,8,1,0,2,1,0,3,0.49,3,0,0,0,0,0,12,4,5,3,7,3,50,7,8,6,18,12,0,448,19,105,287,58,8,448,0,0,3,100,274,1340,577,4,3,0,5,5,345,8
28,Milan Badelj,hr CRO,MF,Genoa,34,1989,28.2,Matches,6,0,0,24,14,0,14,50,27,0,0,0,177,12,13,48,1,21,4,19,0.75,0.14,0.05,0.25,19.1,0,0,0,1.4,1.4,0.07,-0.4,-0.4,1136,1407,80.7,19451,6788,504,579,87,474,547,86.7,110,189,58.2,3,1.1,1.4,1.9,18,140,23,4,151,1344,59,39,5,14,9,0,0,0,0,4,20,57,2.02,51,1,1,13,2,0,13,0.46,11,0,1,1,0,0,51,23,24,4,24,33,39.3,37,45,32,101,54,1,1696,81,425,1029,255,18,1696,17,51.5,13,39.4,904,3806,1728,18,17,1,31,19,1097,36
29,Jaime Báez,uy URU,"FW,MF",Frosinone,28,1995,5.6,Matches,1,0,0,6,15,5,24,4,1,1,0,0,29,4,5,44.4,1,9,2,22.2,1.62,0.36,0.11,0.5,23.5,1,0,0,0.5,0.5,0.05,0.5,0.5,141,202,69.8,2309,920,68,87,78.2,50,64,78.1,16,33,48.5,0,0.5,0.8,-0.5,8,12,9,0,29,182,20,4,0,1,2,14,2,10,0,0,7,16,2.88,7,6,1,0,2,0,2,0.36,1,0,0,0,1,0,4,0,2,2,0,10,0,7,5,5,8,1,0,248,5,31,110,111,14,248,5,50,3,30,143,892,431,12,6,2,11,11,174,39
30,Nicola Bagnolini,it ITA,GK,Bologna,19,2004,0.1,Matches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2,3,66.7,106,82,1,1,100,0,0,,1,2,50,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,4,4,0,0,0,4,0,,0,,1,10,1,0,0,0,0,0,1,0
31,Nedim Bajrami,al ALB,"MF,FW",Sassuolo,24,1999,14.6,Matches,0,0,0,12,6,3,78,6,6,0,0,0,57,2,11,15.4,2,32,9,28.1,2.2,0.62,0.06,0.22,21.8,3,0,0,2.5,2.5,0.08,-0.5,-0.5,330,460,71.7,5347,1538,154,186,82.8,134,174,77,25,63,39.7,2,2.2,1.6,-0.2,22,16,15,2,49,376,83,20,2,1,10,44,17,22,0,1,12,50,3.44,30,10,3,1,1,1,6,0.41,4,1,0,1,0,0,13,6,3,4,5,31,38.5,8,5,4,19,8,0,583,9,69,213,318,43,583,17,54.8,13,41.9,310,2647,1390,51,25,11,27,11,355,70
32,Mitchel Bakker,nl NED,DF,Atalanta,23,2000,4.2,Matches,1,0,0,4,4,1,13,3,3,0,0,0,30,4,1,80,1,5,1,20,1.18,0.24,0.2,1,14.8,0,0,0,0.2,0.2,0.04,0.8,0.8,167,212,78.8,2347,433,105,117,89.7,51,62,82.3,6,16,37.5,0,0.1,0.1,-0.1,3,9,0,0,10,168,42,3,0,0,36,3,0,3,0,2,8,4,0.95,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,1,0,2,12,16.7,10,5,5,10,6,0,255,6,70,116,77,10,255,7,58.3,4,33.3,139,807,457,12,8,2,10,3,151,20
33,Tommaso Baldanzi,it ITA,"MF,FW",Empoli,20,2003,8.3,Matches,1,0,0,4,16,2,16,2,2,0,0,0,27,1,6,14.3,2,14,6,42.9,1.69,0.72,0.14,0.33,20,0,0,0,2.1,2.1,0.15,-0.1,-0.1,201,257,78.2,3075,751,102,119,85.7,70,86,81.4,15,22,68.2,0,1,0.8,-1,13,12,11,3,30,223,29,6,0,0,9,10,4,3,0,5,8,36,4.35,24,4,3,0,4,0,2,0.24,2,0,0,0,0,0,4,1,1,2,3,26,30,7,7,7,6,0,0,347,2,28,151,176,26,347,7,26.9,16,61.5,230,1420,641,20,16,6,19,13,260,40
34,Tommaso Baldanzi,it ITA,"FW,MF",Roma,20,2003,5.8,Matches,2,0,0,7,14,1,7,0,5,0,0,0,20,0,2,0,0,15,3,20,2.61,0.52,0,0,18,0,0,0,0.9,0.9,0.06,-0.9,-0.9,175,205,85.4,2356,434,111,124,89.5,57,66,86.4,3,7,42.9,0,0.7,0.7,-0.7,4,16,6,3,14,201,4,0,1,0,4,0,0,0,0,0,2,23,4,12,0,4,0,4,0,1,0.17,0,0,0,1,0,0,9,3,4,2,1,22,100,0,2,2,9,4,0,261,1,26,122,116,19,261,8,36.4,10,45.5,176,1068,499,18,16,5,5,7,214,54
35,Lameck Banda,zm ZAM,FW,Lecce,22,2001,15,Matches,5,1,0,32,30,9,51,3,23,0,0,0,82,9,16,36,2,50,23,46,3.33,1.53,0.04,0.09,19.8,1,0,0,3.6,3.6,0.07,-1.6,-1.6,250,342,73.1,3877,745,137,160,85.6,88,113,77.9,15,41,36.6,4,1.9,1.2,2.1,24,12,17,9,22,325,15,2,1,2,4,9,5,2,0,2,14,62,4.14,30,4,15,0,1,1,3,0.2,2,1,0,0,0,0,27,11,12,4,7,99,33.3,14,18,18,30,7,0,604,2,76,231,316,62,604,42,42.4,50,50.5,415,3502,1778,71,34,35,57,29,404,136
36,Daniel Bandeira,pt POR,MF,Hellas Verona,23,2000,5,Matches,2,0,0,5,3,0,7,3,5,0,0,0,34,4,12,25,0,3,0,0,0.61,0,0,,28.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1,187,233,80.3,3306,1112,82,93,88.2,77,91,84.6,22,36,61.1,0,0.2,0.3,-0.2,3,30,5,0,34,224,7,2,3,4,3,2,0,1,0,2,2,12,2.42,11,1,0,0,0,0,1,0.2,1,0,0,0,0,0,6,1,4,1,3,4,42.9,4,3,3,9,9,0,276,12,47,164,67,2,276,3,75,0,0,124,718,392,9,4,1,4,6,160,8
37,Mattia Bani,it ITA,DF,Genoa,29,1993,25.6,Matches,9,0,0,21,28,2,1,22,10,0,0,0,98,49,42,53.8,2,9,5,55.6,0.35,0.2,0.22,0.4,9.1,0,0,0,1.2,1.2,0.14,0.8,0.8,962,1152,83.5,18643,6794,325,356,91.3,533,586,91,95,181,52.5,0,0.1,0.1,-0.1,2,36,1,0,37,1059,88,45,0,1,6,0,0,0,0,5,8,7,0.27,6,0,0,31,0,0,0,0,0,0,0,0,0,0,26,18,7,1,11,4,50,11,51,20,48,116,1,1418,230,868,517,37,17,1418,1,25,2,50,749,3417,1524,5,2,0,10,2,834,4
38,Antonín Barák,cz CZE,"MF,FW",Fiorentina,28,1994,9,Matches,2,0,0,8,7,1,4,2,2,0,0,0,35,13,22,37.1,2,20,8,40,2.23,0.89,0.1,0.25,16.9,1,0,0,1.5,1.5,0.08,0.5,0.5,338,392,86.2,5238,1035,191,208,91.8,115,133,86.5,22,25,88,3,2.2,1.5,0.8,14,30,9,3,33,372,20,3,0,1,4,1,0,0,0,0,13,30,3.34,23,0,1,0,0,1,3,0.33,3,0,0,0,0,0,6,1,3,2,3,13,42.9,4,5,5,8,4,0,473,6,38,218,219,40,473,4,30.8,8,61.5,310,1648,634,17,23,1,15,16,372,64
